Object ID	Total Intensity 53BP1 647	Mean Intensity 53BP1 647	Area 	Center X 	Center Y 	Parent Object ID (MO)	Parent Trace ID
12039	15789	343.23914	46	172	765	15879	-1
12040	13747	241.17545	57	1513.5	797.5	15883	-1
12041	5153	206.12	25	563.5	787.5	15884	-1
12042	2517	157.3125	16	1790.5	794.5	15885	-1
12043	9791	212.84782	46	1665	792	15886	-1
12044	5461	188.31035	29	1670.5	804	15886	-1
12045	47809	254.30319	188	1643	812.5	15886	-1
12046	1622	162.2	10	1648.5	829.5	15886	-1
12047	17767	277.60938	64	1634	836.5	15886	-1
12048	5124	232.90909	22	382	827.5	15893	-1
12049	3246	180.33333	18	373.5	831.5	15893	-1
12050	15573.999	157.31313	99	1968	843.5	15894	-1
12051	8228	200.68292	41	266	852.5	15895	-1
12052	19832	180.29091	110	262.5	865.5	15895	-1
12053	11860	208.07018	57	1464	879	15896	-1
12054	9964	158.15874	63	1618.5	898	15902	-1
12055	23976	204.92308	117	1588	924	15902	-1
12056	1709	155.36363	11	1258	913	15906	-1
12057	2696	179.73334	15	87	914.5	15907	-1
12058	4817	185.26923	26	99	928	15907	-1
12059	10872	201.33333	54	71.5	936	15907	-1
12060	2357	181.30769	13	106	936	15907	-1
12061	2228	159.14285	14	1464.5	972	15911	-1
12062	1860	155	12	1484	973.5	15911	-1
12063	3716	206.44444	18	870	1028.5	15918	-1
12064	9879	176.41072	56	1200.5	1021.5	15920	-1
12065	6427	200.84375	32	1218.5	1024.5	15920	-1
12066	8968	172.46153	52	1212	1029	15920	-1
12067	20694	200.91263	103	1198.5	1033.5	15920	-1
12068	2371	169.35715	14	223	1041.5	15924	-1
12069	1856	185.60001	10	96.5	1082.5	15925	-1
12070	4189	155.14815	27	1336	1079.5	15929	-1
12071	6023	162.78378	37	1330.5	1087	15929	-1
12072	14868	167.05618	89	295.5	1075.5	15930	-1
12073	2646	155.64706	17	321.5	1081.5	15930	-1
12074	5544	163.05882	34	311.5	1091.5	15930	-1
12075	2049	157.61539	13	34.5	1064	15931	-1
12076	2317	154.46666	15	31.5	1070.5	15931	-1
12077	14930.999	173.61627	86	17	1075	15931	-1
12078	4344	173.75999	25	40.5	1075	15931	-1
12079	12630	164.02597	77	31	1079	15931	-1
12080	13186	164.825	80	507	1103	15933	-1
12081	2321	154.73334	15	495.5	1105.5	15933	-1
12082	3260	163	20	1717	1141.5	15938	-1
12083	4747	206.39131	23	7	1136.5	15940	-1
12084	4121	187.31818	22	27	1138.5	15940	-1
12085	9626	163.15254	59	872	1131.5	15941	-1
12086	71202	719.2121	99	1041.5	1129	15944	-1
12087	1620	162	10	1637	1148.5	15945	-1
12088	30552	162.51064	188	764.5	1160.5	15949	-1
12089	11764	192.85246	61	420	1162	15951	-1
12090	3341.0002	159.09525	21	413.5	1170	15951	-1
12091	2261	173.92308	13	420.5	1191	15951	-1
12092	2237	159.78572	14	964.5	1164	15952	-1
12093	1605	160.5	10	949.5	1165.5	15952	-1
12094	13019	178.34247	73	948	1175	15952	-1
12095	9886	162.06557	61	1238	1219	15956	-1
12096	3324	184.66667	18	1065.5	1177	15958	-1
12097	1590	159	10	1071.5	1179	15958	-1
12098	117479.01	593.32831	198	1068	1196	15958	-1
12099	4634	159.79311	29	501.5	1211.5	15959	-1
12100	9299	152.44263	61	1159.5	1239.5	15962	-1
12101	25848.002	173.47652	149	853.5	1243.5	15970	-1
12102	11331	263.51163	43	130	1256	15972	-1
12103	4269	170.75999	25	148.5	1259	15972	-1
12104	2190	168.46153	13	326	1253.5	15974	-1
12105	2874	179.625	16	305	1256.5	15974	-1
12106	5273	170.09677	31	315.5	1261	15974	-1
12107	17137	166.37865	103	336.5	1268	15974	-1
12108	12933	167.96104	77	330.5	1272	15974	-1
12109	10818	169.03125	64	359.5	1278	15974	-1
12110	21423	163.53435	131	342.5	1289	15974	-1
12111	6633.9995	161.80487	41	1019	1263	15976	-1
12112	15734.001	162.20619	97	1026	1274	15976	-1
12113	2942	210.14285	14	1078	1271	15979	-1
12114	1572	157.2	10	1304	1314.5	15980	-1
12115	32363	210.14935	154	1830.5	1297	15984	-1
12116	22487	236.70526	95	1816	1300.5	15984	-1
12117	2014	167.83333	12	587	1302.5	15985	-1
12118	4099	157.65384	26	583.5	1313.5	15985	-1
12119	2570	183.57143	14	601.5	1314	15985	-1
12120	1749	159	11	594	1316	15985	-1
12121	6039	223.66667	27	616	1321.5	15985	-1
12122	3189	159.45	20	872	1315	15986	-1
12123	9778	157.70967	62	4.5	1317	15988	-1
12124	3713	218.41176	17	95.5	1308.5	15990	-1
12125	99685	508.59692	196	111	1320	15990	-1
12126	4612	200.52174	23	282	1354	15992	-1
12127	14630.999	160.78021	91	470	1355	15996	-1
12128	7399	160.84782	46	464.5	1364.5	15996	-1
12129	10768	163.15152	66	1197	1356.5	15999	-1
12130	2504	156.5	16	1195	1370	15999	-1
12131	3341.0002	159.09525	21	1451.5	1391	16000	-1
12132	2712	169.5	16	761.5	1388	16001	-1
12133	2760	162.35294	17	384.5	1368	16002	-1
12134	7021	159.56818	44	366.5	1387.5	16002	-1
12135	2951	155.3158	19	1545	1380.5	16003	-1
12136	4317	159.88889	27	1684	1404	16008	-1
12137	2609	186.35715	14	235.5	1400	16010	-1
12138	2015	183.18182	11	207	1405	16010	-1
12139	2881	180.0625	16	231	1405	16010	-1
12140	6076	155.79488	39	220.5	1411	16010	-1
12141	8143	214.28947	38	234.5	1427.5	16010	-1
12142	3217	169.3158	19	206.5	1439.5	16010	-1
12143	5238	163.6875	32	202.5	1444	16010	-1
12144	2072	188.36363	11	227	1461	16010	-1
12145	1875	170.45454	11	582	1425.5	16014	-1
12146	10748	176.19672	61	1612.5	1423	16015	-1
12147	4583	163.67857	28	1614.5	1430.5	16015	-1
12148	55990	291.61459	192	4	1433.5	16016	-1
12149	1736	173.60001	10	695	1435.5	16019	-1
12150	4652	155.06667	30	438	1437.5	16021	-1
12151	6464	161.60001	40	420	1447.5	16021	-1
12152	1712	155.63637	11	440.5	1446.5	16021	-1
12153	2854	158.55556	18	413.5	1455	16021	-1
12154	3601.9998	156.60869	23	1712	1437	16022	-1
12155	22052	185.31093	119	1714	1446.5	16022	-1
12156	4422	152.48276	29	1948	1480	16026	-1
12157	2884	151.78947	19	1941	1483.5	16026	-1
12158	4343	160.85185	27	78.5	1461	16027	-1
12159	2422	173	14	87	1463	16027	-1
12160	1534	153.39999	10	80.5	1465.5	16027	-1
12161	29743	267.95496	111	74.5	1476.5	16027	-1
12162	5152	206.08	25	92.5	1484.5	16027	-1
12163	1913	173.90909	11	66	1489	16027	-1
12164	3580	179	20	513.5	1496.5	16028	-1
12165	14890	310.20834	48	343	1467.5	16029	-1
12166	8692	321.92593	27	331	1474	16029	-1
12167	10346	161.65625	64	318.5	1512	16029	-1
12168	8756	291.86667	30	305.5	1510.5	16029	-1
12169	32169.002	169.31053	190	333	1532.5	16029	-1
12170	13111	198.65152	66	311.5	1544	16029	-1
12171	14995	217.31885	69	314	1553	16029	-1
12172	2798	174.875	16	870.5	1474	16030	-1
12173	11258	296.26315	38	998.5	1476.5	16031	-1
12174	12746.001	157.35803	81	1724.5	1498.5	16033	-1
12175	2115	162.69231	13	1727	1509	16033	-1
12176	26746	232.57391	115	6	1500.5	16034	-1
12177	3200	160	20	1881	1527.5	16035	-1
12178	2958	155.6842	19	1674	1510	16037	-1
12179	4283	158.62962	27	1669	1517	16037	-1
12180	2941	173	17	242.5	1512	16041	-1
12181	2695	224.58333	12	255	1528	16041	-1
12182	28456	227.64799	125	83	1556	16042	-1
12183	7630	165.86957	46	98.5	1551	16042	-1
12184	4108	186.72728	22	1312	1526.5	16044	-1
12185	1762	176.2	10	705.5	1545	16045	-1
12186	33002	180.33879	183	2033	1544	16046	-1
12187	13895	154.38889	90	1779.5	1551	16047	-1
12188	10920	170.625	64	1787.5	1553.5	16047	-1
12189	1546	154.60001	10	1767.5	1557	16047	-1
12190	2571	160.6875	16	1146.5	1580.5	16052	-1
12191	2662	156.58824	17	1682.5	1575	16053	-1
12192	2887	206.21428	14	453	1579.5	16054	-1
12193	26501	339.75641	78	472.5	1584	16054	-1
12194	19033	159.94118	119	1813.5	1589	16057	-1
12195	5547	158.48572	35	42	1587	16058	-1
12196	21871	168.23846	130	42.5	1598	16058	-1
12197	95067	642.3446	148	252.5	1610.5	16059	-1
12198	2306	153.73334	15	901.5	1602	16061	-1
12199	5437	169.90625	32	1258.5	1618.5	16065	-1
12200	4409	200.40909	22	1235.5	1629	16065	-1
12201	1701	170.10001	10	1264	1630	16065	-1
12202	1702.0001	154.72728	11	1248.5	1635	16065	-1
12203	2637	155.11765	17	113	1642	16066	-1
12204	12064	163.02702	74	119	1664	16066	-1
12205	3044	202.93333	15	107	1681.5	16066	-1
12206	3339	159	21	788	1641.5	16069	-1
12207	7649	169.97778	45	707.5	1631	16071	-1
12208	1896	158	12	719.5	1639	16071	-1
12209	22599	173.83846	130	700	1650	16071	-1
12210	9217	167.58182	55	713.5	1646	16071	-1
12211	1889	188.89999	10	688	1647.5	16071	-1
12212	4467	159.53572	28	698	1667	16071	-1
12213	29516	160.41304	184	1566.5	1635	16072	-1
12214	102102.01	515.66669	198	965	1646	16075	-1
12215	60401.004	361.68265	167	289	1652	16076	-1
12216	14902	165.57777	90	303	1655.5	16076	-1
12217	35855	465.64935	77	303.5	1671.5	16076	-1
12218	78462	493.47171	159	859.5	1663.5	16078	-1
12219	3982	159.28	25	493	1654	16080	-1
12220	2382	158.8	15	487	1657.5	16080	-1
12221	24239	175.64493	138	481.5	1668.5	16080	-1
12222	28527	184.04517	155	4.5	1665	16081	-1
12223	22669	160.77306	141	1102	1676.5	16083	-1
12224	63824.004	452.6525	141	1383	1703	16085	-1
12225	117269	630.47852	186	793.5	1701.5	16086	-1
12226	46985	427.13635	110	191.5	1713.5	16089	-1
12227	76226	504.80795	151	1431	1725	16092	-1
12228	107854	674.08752	160	927.5	1741	16094	-1
12229	4164	181.04347	23	1004.5	1721.5	16095	-1
12230	2747	161.58824	17	337	1742.5	16096	-1
12231	6405	168.55263	38	1179.5	1739.5	16097	-1
12232	2579	161.1875	16	1178	1746.5	16097	-1
12233	30125	381.3291	79	123.5	1739	16100	-1
12234	45641.004	512.82025	89	235	1737	16102	-1
12235	10036	182.47273	55	425	1733	16103	-1
12236	2198	157	14	770.5	1753	16107	-1
12237	4064	156.30769	26	765	1757	16107	-1
12238	2425	173.21428	14	886	1790	16111	-1
12239	22563	173.56154	130	1331	1776	16114	-1
12240	6056	159.36842	38	1323.5	1786	16114	-1
12241	8202	164.03999	50	1334	1795.5	16114	-1
12242	15059	158.51579	95	1337	1811.5	16114	-1
12243	1690	169	10	301	1813	16116	-1
12244	11083	167.92424	66	294	1818.5	16116	-1
12245	3941	157.64	25	277.5	1823.5	16116	-1
12246	7968	173.21739	46	1773	1797	16117	-1
12247	70341	372.17459	189	1451.5	1817.5	16118	-1
12248	31788	214.78378	148	465	1818.5	16123	-1
12249	1716	156	11	123	1837.5	16126	-1
12250	2376	182.76923	13	813.5	1836.5	16130	-1
12251	6559	204.96875	32	1084	1868.5	16131	-1
12252	1715	155.90909	11	1073.5	1868	16131	-1
12253	4242	192.81818	22	941	1892.5	16133	-1
12254	9781	250.79488	39	928.5	1900	16133	-1
12255	6126	255.25	24	52	1860	16135	-1
12256	8056	154.92308	52	1356	1896	16137	-1
12257	2054	158	13	1384	1903	16137	-1
12258	1784	162.18182	11	688.5	1912	16139	-1
12259	11070	167.72728	66	1009	1899.5	16141	-1
12260	11312	179.55556	63	998	1918.5	16141	-1
12261	15335.999	174.27272	88	997	1929	16141	-1
12262	2172	155.14285	14	1488.5	1922	16145	-1
12263	1563	156.3	10	1498	1923.5	16145	-1
12264	3562	154.86957	23	232.5	1925.5	16147	-1
12265	1825	152.08333	12	242.5	1928.5	16147	-1
12266	3413	155.13637	22	231	1935	16147	-1
12267	22797	161.68085	141	1125	1929.5	16149	-1
12268	2310	154	15	520.5	1923	16150	-1
12269	10602	155.91176	68	1056	1963.5	16152	-1
12270	6438	160.95	40	1052	1972	16152	-1
12271	3941	157.64	25	1062.5	1976	16152	-1
12272	4204	221.26315	19	629.5	1964.5	16155	-1
12273	2294	176.46153	13	597.5	1979	16155	-1
12274	6008.0005	158.10527	38	118	1971	16157	-1
12275	1826	152.16667	12	344.5	1985.5	16158	-1
12276	2983	165.72223	18	340.5	1990.5	16158	-1
12277	6147	161.76315	38	349.5	1996.5	16158	-1
12278	22252	171.16924	130	739	1991	16161	-1
12279	20717	209.26262	99	1619	2005.5	16163	-1
12280	17482	156.08928	112	1627.5	2022.5	16163	-1
12281	5693.0005	162.65715	35	865.5	2013	16164	-1
12282	3096	162.94737	19	898	2011.5	16164	-1
12283	4973	171.48276	29	1011.5	2022.5	16166	-1
12284	54809	412.09775	133	988.5	2026.5	16166	-1
12285	26985.002	166.57408	162	248	2030	16170	-1
12286	13960.999	158.64772	88	260.5	2026	16170	-1
12287	28305	175.80745	161	173	2042.5	16174	-1
12288	2229	159.21428	14	664	2046	16175	-1
12289	9098	168.48148	54	1637.5	9	16184	-1
12290	1851	154.25	12	1633.5	16	16184	-1
12291	31684.002	212.6443	149	1702.5	4.5	16185	-1
12292	5493	156.94286	35	510.5	24.5	16189	-1
12293	20726	168.50406	123	504.5	32.5	16189	-1
12294	1996.0001	153.53847	13	739.5	33.5	16194	-1
12295	10122	168.7	60	729	58	16194	-1
12296	2326	166.14285	14	737.5	57	16194	-1
12297	26309	194.88148	135	9	42	16197	-1
12298	3142	196.375	16	821.5	61.5	16202	-1
12299	43843	402.22937	109	770.5	57.5	16203	-1
12300	24968	180.92754	138	382	58	16205	-1
12301	3516	195.33333	18	83.5	64	16206	-1
12302	3028	159.36842	19	73	76	16206	-1
12303	2026.0001	155.84616	13	928	68	16207	-1
12304	3706	161.13043	23	1602.5	86	16210	-1
12305	5417	159.32353	34	1599	96	16210	-1
12306	7934.0005	155.56863	51	352	91	16212	-1
12307	3560	154.78261	23	342.5	95.5	16212	-1
12308	6308	161.74359	39	1650.5	114	16214	-1
12309	13208	161.07317	82	1655	122.5	16214	-1
12310	3923	156.92	25	1675.5	124	16214	-1
12311	5412	154.62857	35	1661	131	16214	-1
12312	11513	169.30882	68	973.5	129.5	16215	-1
12313	60746.996	607.46997	100	423.5	129.5	16217	-1
12314	1579	157.89999	10	1797	129.5	16223	-1
12315	3717	154.875	24	1797	143.5	16223	-1
12316	4442	193.13043	23	46.5	143	16224	-1
12317	2919	171.70589	17	42	158	16224	-1
12318	2088	160.61539	13	1729	149	16227	-1
12319	16876	162.26923	104	1714	155.5	16227	-1
12320	2463	175.92857	14	1739.5	153	16227	-1
12321	10103	155.43077	65	1725.5	165	16227	-1
12322	42608	443.83334	96	1134.5	153.5	16228	-1
12323	100724	511.28934	197	1118.5	171	16228	-1
12324	7875	246.09375	32	1118	187.5	16228	-1
12325	2264	161.71428	14	806	164.5	16230	-1
12326	4924	189.38461	26	782	188	16230	-1
12327	108466.99	592.71582	183	1148.5	180	16231	-1
12328	15440	159.17526	97	1332	176	16232	-1
12329	1907	158.91667	12	1319.5	174.5	16232	-1
12330	3906	162.75	24	1476	175.5	16237	-1
12331	22979	158.47586	145	1467.5	185.5	16237	-1
12332	1833	183.3	10	1694	207.5	16238	-1
12333	30410	170.8427	178	244	198	16239	-1
12334	2490	166	15	866	191	16241	-1
12335	2807	155.94444	18	866	196	16241	-1
12336	33391	298.13394	112	1923	202.5	16242	-1
12337	11544	296	39	348.5	222.5	16244	-1
12338	3952	158.08	25	686	206.5	16245	-1
12339	13114	161.90123	81	1620	237.5	16248	-1
12340	101141.99	529.53925	191	941	241.5	16249	-1
12341	7911	161.44897	49	1117.5	243.5	16250	-1
12342	8930	159.46428	56	1133	247.5	16250	-1
12343	7407	168.34091	44	770.5	250	16254	-1
12344	6618	194.64706	34	325	248	16255	-1
12345	20472	162.4762	126	418.5	248.5	16256	-1
12346	6841.9995	162.90475	42	1497.5	257.5	16259	-1
12347	3379	187.72223	18	106.5	241.5	16261	-1
12348	1980	198	10	98	264	16261	-1
12349	10186	154.33333	66	1815.5	252.5	16262	-1
12350	1746.0001	158.72728	11	1807	265	16262	-1
12351	10163	216.23404	47	575	265	16264	-1
12352	87123	515.52069	169	588.5	278	16264	-1
12353	5906	178.9697	33	560	282.5	16264	-1
12354	2500	208.33333	12	576	295	16264	-1
12355	4400	176	25	1348.5	256	16265	-1
12356	2473	190.23077	13	1355.5	258	16265	-1
12357	111784.01	617.59119	181	1025	268.5	16266	-1
12358	7114.9995	169.40475	42	1890	279.5	16267	-1
12359	25509	178.38461	143	1243.5	266.5	16269	-1
12360	3366	198	17	49	279.5	16270	-1
12361	14074	380.37839	37	412	301.5	16271	-1
12362	3581	155.69565	23	163	305.5	16273	-1
12363	7858	163.70833	48	773.5	290	16275	-1
12364	4557	168.77777	27	1311	307.5	16277	-1
12365	5004	172.55173	29	1319	311	16277	-1
12366	30772	205.14667	150	1308	322	16277	-1
12367	12771	266.0625	48	1371.5	311	16283	-1
12368	2279	162.78572	14	1382	325	16283	-1
12369	2642	176.13333	15	106	328.5	16284	-1
12370	2041	157	13	101.5	330	16284	-1
12371	13383	171.57692	78	2044.5	345	16285	-1
12372	5381	163.06061	33	307.5	323	16286	-1
12373	4323	172.92	25	345.5	341.5	16286	-1
12374	3284.9998	172.89473	19	1663	318	16287	-1
12375	7912	168.34042	47	1652	323	16287	-1
12376	5065	158.28125	32	1643.5	332.5	16287	-1
12377	56716	488.93103	116	1286	347.5	16290	-1
12378	3238	161.89999	20	1268	347	16290	-1
12379	31911.002	172.4919	185	516.5	338.5	16291	-1
12380	120182	890.23706	135	831.5	350.5	16292	-1
12381	4208	191.27272	22	1213.5	350.5	16293	-1
12382	9107	165.58182	55	724	360	16300	-1
12383	5442	170.0625	32	730.5	359.5	16300	-1
12384	12062	177.38235	68	743.5	362.5	16300	-1
12385	8623	175.9796	49	744.5	371.5	16300	-1
12386	1969	179	11	1135	355.5	16302	-1
12387	4866	167.79311	29	688.5	406.5	16314	-1
12388	7323	159.19565	46	1553	405.5	16316	-1
12389	4053	168.875	24	2046	412.5	16320	-1
12390	6314	170.64865	37	2046	421.5	16320	-1
12391	10442	197.01888	53	1105.5	440.5	16325	-1
12392	1957	163.08333	12	1108	461	16325	-1
12393	32811	306.64487	107	1104.5	470	16325	-1
12394	2958	164.33333	18	1093.5	469	16325	-1
12395	6064	209.10345	29	1005.5	466	16334	-1
12396	39157	383.89215	102	1009	476	16334	-1
12397	15811	166.43158	95	1748.5	464	16337	-1
12398	6360.9995	167.39473	38	1743.5	479	16337	-1
12399	2489	165.93333	15	813.5	504	16344	-1
12400	24970	235.56604	106	57	490	16346	-1
12401	12814	177.97223	72	54	500.5	16346	-1
12402	3532	176.60001	20	45.5	512.5	16346	-1
12403	2991	175.94118	17	1167.5	496.5	16351	-1
12404	2080	160	13	1174.5	527.5	16351	-1
12405	4686	180.23077	26	1529.5	533	16352	-1
12406	15647	164.70526	95	1771.5	518.5	16355	-1
12407	21968.002	160.35037	137	1802.5	520.5	16355	-1
12408	16408	162.45544	101	1834.5	581	16367	-1
12409	2144	153.14285	14	1824	586	16367	-1
12410	8227	265.38708	31	130	585.5	16370	-1
12411	22490	270.96387	83	137.5	594.5	16370	-1
12412	2529	180.64285	14	472	617.5	16372	-1
12413	4661	172.62962	27	1088	580.5	16377	-1
12414	9898	162.2623	61	1775	609.5	16382	-1
12415	7382	160.47826	46	1784.5	613.5	16382	-1
12416	12711	169.48	75	1772	619	16382	-1
12417	1747	174.7	10	323	626.5	16383	-1
12418	5518	183.93333	30	1177.5	633	16388	-1
12419	1626	162.60001	10	1171.5	638	16388	-1
12420	84161	519.51233	162	1188	646	16388	-1
12421	3790.9998	164.82608	23	1181.5	656	16388	-1
12422	39840	299.54886	133	194	634	16389	-1
12423	2907	171	17	170	630	16389	-1
12424	8236	158.38461	52	1467.5	647	16398	-1
12425	3708	168.54546	22	1288	651	16401	-1
12426	31358.998	174.21666	180	1499.5	677	16403	-1
12427	3358	239.85715	14	305	666	16404	-1
12428	22054	200.49091	110	297	675	16404	-1
12429	22176	169.28244	131	284	684.5	16404	-1
12430	6020	177.05882	34	270	695.5	16404	-1
12431	48596.004	319.71054	152	1994.5	680	16406	-1
12432	4063.9998	213.89473	19	1596.5	672.5	16407	-1
12433	1984	180.36363	11	85	686	16408	-1
12434	10954	304.27777	36	103.5	695.5	16408	-1
12435	2249	187.41667	12	76.5	701	16408	-1
12436	4873	203.04167	24	95.5	713	16408	-1
12437	21765	244.55057	89	1868.5	694.5	16409	-1
12438	4502	160.78572	28	1156.5	707	16417	-1
12439	6673.0005	190.65715	35	193	709.5	16418	-1
12440	1942	176.54546	11	181.5	712	16418	-1
12441	2866	159.22223	18	186.5	719.5	16418	-1
12442	3214	160.7	20	817.5	715	16420	-1
12443	10794	186.10345	58	319.5	727	16421	-1
12444	8228	158.23077	52	321	736.5	16421	-1
12445	99918	601.91565	166	1549	727	16424	-1
12446	5063	210.95833	24	1568	744.5	16424	-1
12447	3858	175.36363	22	1440.5	757	16430	-1
12448	35700	182.14285	196	932.5	773	16439	-1
12449	21292	250.49411	85	262	768.5	16441	-1
12450	4821	241.05	20	264	813.5	16441	-1
12451	3338	208.625	16	271.5	814	16441	-1
12452	58748.004	581.66339	101	45.5	806.5	16442	-1
12453	2464	164.26666	15	1292.5	818.5	16453	-1
12454	23081	221.93269	104	945	818	16458	-1
12455	31930	354.77777	90	110.5	849.5	16461	-1
12456	12485.001	175.84508	71	976.5	835	16462	-1
12457	5352	162.18182	33	1813	864.5	16463	-1
12458	63875	751.47058	85	804.5	846.5	16464	-1
12459	92187	877.97144	105	942	865	16472	-1
12460	2792	232.66667	12	106	870.5	16479	-1
12461	13899	169.5	82	119	882.5	16479	-1
12462	2430	173.57143	14	130.5	883.5	16479	-1
12463	15029	192.67949	78	112	894.5	16479	-1
12464	6288	216.82759	29	148	894	16479	-1
12465	2011	154.69231	13	1998	893	16481	-1
12466	26556	301.77274	88	1319.5	902	16486	-1
12467	1981.9999	152.46153	13	1282.5	912.5	16486	-1
12468	1530	153	10	1289	914.5	16486	-1
12469	5571	179.70967	31	1306.5	920.5	16486	-1
12470	49686	534.25806	93	1132.5	926	16489	-1
12471	42807	415.60193	103	1140	933.5	16489	-1
12472	82290	517.54718	159	1704.5	937	16496	-1
12473	51430	494.51923	104	292.5	937.5	16497	-1
12474	1735	173.5	10	286	953.5	16497	-1
12475	74245	426.6954	174	1193	945.5	16499	-1
12476	14960.001	287.69232	52	1206	947	16499	-1
12477	1913	173.90909	11	1207	960	16499	-1
12478	22875	423.61111	54	1192	964.5	16499	-1
12479	45722	368.7258	124	826	966.5	16502	-1
12480	21201	451.08511	47	838	966	16502	-1
12481	4036	201.8	20	820.5	974.5	16502	-1
12482	11143	171.43077	65	1299	967.5	16503	-1
12483	67669	512.64392	132	1320	976	16503	-1
12484	5813	161.47223	36	1310.5	980	16503	-1
12485	21796	165.12122	132	962	973	16507	-1
12486	2136	164.30769	13	954	984	16507	-1
12487	6305	217.41379	29	1037.5	972.5	16508	-1
12488	1795.9999	163.27272	11	1033	1003	16508	-1
12489	7171	199.19444	36	1910.5	1002	16509	-1
12490	2150	153.57143	14	1753.5	1018.5	16516	-1
12491	2286	175.84616	13	1354	1048	16522	-1
12492	72895	714.65686	102	880	1026	16523	-1
12493	3391	169.55	20	899.5	1035	16523	-1
12494	4683	234.14999	20	1105.5	1011	16524	-1
12495	5129	197.26923	26	1125	1012.5	16524	-1
12496	14568	161.86667	90	1131	1021	16524	-1
12497	73065	689.29248	106	818.5	1040	16528	-1
12498	4217	168.67999	25	960.5	1036.5	16529	-1
12499	5307	156.08824	34	978.5	1044	16529	-1
12500	17499	253.60869	69	754.5	1060	16532	-1
12501	2448	222.54546	11	749	1067	16532	-1
12502	5009	161.58064	31	408	1090	16539	-1
12503	62992	588.71027	107	1186.5	1108.5	16546	-1
12504	29436	397.78378	74	1171.5	1109	16546	-1
12505	3097	154.85001	20	1463	1102.5	16547	-1
12506	2748	171.75	16	1471.5	1117.5	16547	-1
12507	4893	188.19231	26	982.5	1093.5	16548	-1
12508	2396	159.73334	15	1058	1121.5	16551	-1
12509	9345	207.66667	45	695	1107	16553	-1
12510	4798	199.91667	24	687.5	1109	16553	-1
12511	2873	179.5625	16	673.5	1131.5	16553	-1
12512	2711	180.73334	15	919.5	1126	16555	-1
12513	2469	164.60001	15	1977.5	1163	16556	-1
12514	3837	174.40909	22	402	1195	16563	-1
12515	6155	186.51515	33	388	1198	16563	-1
12516	2402	171.57143	14	1746	1184	16565	-1
12517	2169	180.75	12	555	1170	16570	-1
12518	6342	158.55	40	1849	1188	16571	-1
12519	13370.001	171.41026	78	1862.5	1191	16571	-1
12520	43500	342.51968	127	83.5	1184.5	16572	-1
12521	4913	188.96153	26	171	1183.5	16575	-1
12522	15232	160.33684	95	158	1191	16575	-1
12523	11917	163.24658	73	153	1202	16575	-1
12524	7622	254.06667	30	1327	1210	16577	-1
12525	6379.9995	163.58974	39	799	1216.5	16578	-1
12526	2971	174.76471	17	806.5	1224.5	16578	-1
12527	1531	153.10001	10	879.5	1224	16579	-1
12528	3188	187.52942	17	984	1214	16580	-1
12529	28979	161.89386	179	982.5	1221	16580	-1
12530	2160	154.28572	14	969	1223	16580	-1
12531	6863	167.39024	41	614	1222.5	16582	-1
12532	8243	175.38298	47	601.5	1239	16582	-1
12533	14690	170.81395	86	1037	1218.5	16583	-1
12534	4921	175.75	28	1186.5	1226	16585	-1
12535	6218	182.88235	34	1171	1232	16585	-1
12536	11478	161.66197	71	1170.5	1240	16585	-1
12537	2803	155.72223	18	1177.5	1238	16585	-1
12538	77386	388.87436	199	1959.5	1246.5	16587	-1
12539	5855	158.24324	37	176	1238	16590	-1
12540	7386	205.16667	36	184.5	1243.5	16590	-1
12541	1997	153.61539	13	1460.5	1303.5	16598	-1
12542	29849	155.46355	192	1889.5	1307.5	16604	-1
12543	16948	159.8868	106	1994.5	1312.5	16607	-1
12544	3177	211.8	15	1073	1301.5	16609	-1
12545	10421	212.67346	49	1075	1323	16609	-1
12546	12322.999	162.14473	76	935	1341.5	16613	-1
12547	3993	159.72	25	797	1331.5	16615	-1
12548	1543	154.3	10	804	1337.5	16615	-1
12549	28046	283.29294	99	116	1357.5	16616	-1
12550	1795	163.18182	11	475	1341	16617	-1
12551	5004	192.46153	26	14	1339	16618	-1
12552	3623	172.5238	21	1723	1357.5	16620	-1
12553	21140	193.94496	109	48.5	1360.5	16622	-1
12554	2553	159.5625	16	1909	1377	16625	-1
12555	24774	165.16	150	930.5	1397.5	16628	-1
12556	104693	764.1825	137	1013.5	1399.5	16631	-1
12557	12318	223.96364	55	677	1410	16635	-1
12558	17751	172.33981	103	669	1418	16635	-1
12559	7933	193.48781	41	645.5	1428	16635	-1
12560	4229	183.86957	23	712.5	1436	16638	-1
12561	6459	195.72728	33	1730.5	1405.5	16639	-1
12562	18768	160.41026	117	87	1422	16640	-1
12563	4900	181.48148	27	206	1448	16643	-1
12564	16661	161.75728	103	5.5	1429	16644	-1
12565	1710	155.45454	11	5	1439.5	16644	-1
12566	3695	167.95454	22	992	1422	16645	-1
12567	6911	222.93549	31	961.5	1433	16645	-1
12568	1531	153.10001	10	1459.5	1449.5	16647	-1
12569	3140	157	20	1479.5	1464	16647	-1
12570	5589	159.68571	35	1488	1476	16647	-1
12571	19525	161.36363	121	1479.5	1484	16647	-1
12572	2237	172.07692	13	1583.5	1462.5	16648	-1
12573	3005	187.8125	16	1572	1466.5	16648	-1
12574	87159	458.73157	190	1557.5	1479	16648	-1
12575	6894	160.32558	43	1740	1453	16650	-1
