Object ID	Total Intensity 53BP1 647	Mean Intensity 53BP1 647	Area 	Center X 	Center Y 	Parent Object ID (MO)	Parent Trace ID
2805	102417	846.42151	121	846	949.5	3786	-1
2806	1938	193.8	10	1112	942.5	3787	-1
2807	3211	160.55	20	41.5	924	3789	-1
2808	5201	167.7742	31	1001.5	952.5	3790	-1
2809	4331	166.57692	26	1026	965	3790	-1
2810	4305	172.2	25	1023.5	971.5	3790	-1
2811	13200.001	160.97562	82	1367	931	3791	-1
2812	2330	155.33333	15	1382.5	936.5	3791	-1
2813	5018	156.8125	32	1357	941	3791	-1
2814	32803	475.40579	69	112	993.5	3796	-1
2815	26921	456.28815	59	132	1009.5	3796	-1
2816	22068	319.82608	69	116	1016	3796	-1
2817	14381	156.31522	92	230	997	3797	-1
2818	5612	155.88889	36	237.5	1005.5	3797	-1
2819	5447	165.06061	33	1783.5	1020.5	3799	-1
2820	10797	211.70589	51	1801.5	1039	3799	-1
2821	1639	163.89999	10	336.5	1005	3800	-1
2822	7303.9995	169.86046	43	1148.5	1006	3801	-1
2823	5735	173.78787	33	1141	1020	3801	-1
2824	1697	169.7	10	1153.5	1021	3801	-1
2825	2426	173.28572	14	1112.5	1034.5	3801	-1
2826	1585	158.5	10	1146	1033.5	3801	-1
2827	30486	166.59016	183	1257	1040	3805	-1
2828	44241	260.24118	170	1239.5	1047	3805	-1
2829	4601	184.03999	25	2046	1048.5	3807	-1
2830	34136	191.77528	178	1890	1074	3809	-1
2831	5914	168.97144	35	1591.5	1106.5	3811	-1
2832	5124	155.27272	33	1696.5	1121.5	3812	-1
2833	2572	160.75	16	202.5	1098	3813	-1
2834	3616	157.21739	23	211	1121.5	3813	-1
2835	4799	154.80646	31	1731.5	1133	3817	-1
2836	2484	155.25	16	1942	1145	3821	-1
2837	20170	234.53488	86	1921.5	1168.5	3821	-1
2838	6913.0005	164.59525	42	224.5	1166	3822	-1
2839	2040	156.92308	13	219.5	1171.5	3822	-1
2840	14855	183.39507	81	749	1182.5	3828	-1
2841	6373.0005	163.41026	39	755.5	1190	3828	-1
2842	2311	154.06667	15	1581	1217	3831	-1
2843	3678	167.18182	22	709	1214	3834	-1
2844	31042	178.4023	174	722	1228.5	3834	-1
2845	5841	166.88571	35	1368	1245.5	3840	-1
2846	6963	161.93024	43	1368.5	1256.5	3840	-1
2847	3263	163.14999	20	1372.5	1261.5	3840	-1
2848	7694.0005	197.28206	39	1381	1267	3840	-1
2849	9938	160.29033	62	1372	1274.5	3840	-1
2850	4549	156.86208	29	1379	1274	3840	-1
2851	8262	155.8868	53	781	1296	3845	-1
2852	3884	242.75	16	768.5	1303.5	3845	-1
2853	4211	161.96153	26	1585	1300	3846	-1
2854	9193	161.2807	57	1603.5	1308	3846	-1
2855	1955	162.91667	12	1592	1323	3846	-1
2856	20982	173.40495	121	509.5	1353.5	3855	-1
2857	2384	158.93333	15	1701	1372	3856	-1
2858	10841	186.91379	58	1708.5	1390	3856	-1
2859	21549	169.67717	127	472.5	1394.5	3865	-1
2860	25928	259.28	100	1631	1409	3866	-1
2861	3457	157.13637	22	18.5	1408.5	3867	-1
2862	8015	157.15686	51	5	1421	3867	-1
2863	2652	189.42857	14	17	1451	3867	-1
2864	4890	157.74193	31	152	1403.5	3868	-1
2865	6517	158.95122	41	892.5	1411	3869	-1
2866	1553	155.3	10	911.5	1414.5	3869	-1
2867	4219	162.26923	26	910	1421.5	3869	-1
2868	12452	166.02667	75	896.5	1429.5	3869	-1
2869	5897	173.44118	34	1773.5	1429	3875	-1
2870	8448	168.96001	50	527	1456	3876	-1
2871	3926	178.45454	22	1222	1458.5	3878	-1
2872	3956	188.38095	21	1214	1462.5	3878	-1
2873	83924	814.79614	103	430	1459.5	3879	-1
2874	16659	164.9406	101	1372.5	1499.5	3880	-1
2875	1654	165.39999	10	1040	1465.5	3881	-1
2876	2218	184.83333	12	677.5	1482	3882	-1
2877	1966.0001	178.72728	11	682	1513.5	3882	-1
2878	9938	160.29033	62	564.5	1524.5	3889	-1
2879	1539	153.89999	10	563	1531.5	3889	-1
2880	3234	154	21	109.5	1536.5	3892	-1
2881	2853	167.82353	17	131	1541	3892	-1
2882	4665	155.5	30	110.5	1545	3892	-1
2883	2478	154.875	16	125	1549.5	3892	-1
2884	114514	848.25183	135	140.5	1553	3892	-1
2885	3978	153	26	1606	1568	3895	-1
2886	1838	167.09091	11	766	1558	3896	-1
2887	14859	161.51086	92	772.5	1569.5	3896	-1
2888	1717	156.09091	11	638.5	1576	3897	-1
2889	2338	155.86667	15	863.5	1584	3898	-1
2890	15522.999	165.13829	94	1321	1564.5	3900	-1
2891	5292	211.67999	25	1315.5	1579.5	3900	-1
2892	8789	199.75	44	1090.5	1591	3902	-1
2893	10169	166.70493	61	1074	1593.5	3902	-1
2894	6229	188.75757	33	1063.5	1602.5	3902	-1
2895	2115	162.69231	13	1084.5	1605	3902	-1
2896	5576	174.25	32	397	1587.5	3904	-1
2897	34826	245.25352	142	408.5	1595.5	3904	-1
2898	2528	158	16	1817.5	1608	3906	-1
2899	4383	219.14999	20	719.5	1597	3907	-1
2900	19581	165.94067	118	715	1610	3907	-1
2901	1834.0001	166.72728	11	65	1619	3908	-1
2902	8719	229.44737	38	657.5	1623	3913	-1
2903	2384	158.93333	15	650.5	1628	3913	-1
2904	14421	171.67857	84	1484.5	1630.5	3916	-1
2905	1775	177.5	10	780.5	1632	3918	-1
2906	9316	163.4386	57	780.5	1642	3918	-1
2907	17364	160.77777	108	766	1644.5	3918	-1
2908	14028	161.24138	87	105.5	1663.5	3922	-1
2909	33972	208.41718	163	1754.5	1672	3923	-1
2910	4464	165.33333	27	1188.5	1663	3927	-1
2911	2322	154.8	15	1195.5	1667	3927	-1
2912	3164	158.2	20	1192	1683	3927	-1
2913	2732	195.14285	14	842	1682	3933	-1
2914	14153	168.4881	84	843.5	1697.5	3933	-1
2915	2067	206.7	10	858	1702.5	3933	-1
2916	1722	172.2	10	839	1725	3933	-1
2917	3212	169.05263	19	794.5	1708	3934	-1
2918	3545	161.13637	22	1584	1690	3935	-1
2919	26070	299.65518	87	1569.5	1699	3935	-1
2920	2418	201.5	12	1585.5	1704	3935	-1
2921	13332.001	162.58537	82	139	1734.5	3939	-1
2922	4655	155.16667	30	989.5	1724.5	3942	-1
2923	5062	163.29033	31	987	1731.5	3942	-1
2924	8433	301.17856	28	993	1740	3942	-1
2925	34145	175.10257	195	903.5	1730	3944	-1
2926	7388	164.17778	45	1354.5	1753	3945	-1
2927	24608	246.08	100	1281.5	1757	3946	-1
2928	7618.9995	181.40475	42	1271	1759	3946	-1
2929	3264	171.78947	19	1272	1767.5	3946	-1
2930	12709	171.74324	74	1575	1762	3949	-1
2931	4422	157.92857	28	667	1777	3952	-1
2932	14060.001	156.22223	90	1520.5	1775.5	3953	-1
2933	4070.0002	176.95653	23	1182.5	1791	3960	-1
2934	3164	166.52632	19	1208	1828	3960	-1
2935	1861	155.08333	12	1182.5	1837.5	3960	-1
2936	10753	195.50909	55	361	1824	3967	-1
2937	8654	176.61224	49	374	1832	3967	-1
2938	4326	154.5	28	1507	1838	3969	-1
2939	3152	157.60001	20	1499	1846	3969	-1
2940	1582	158.2	10	651	1833.5	3973	-1
2941	6513	158.85365	41	1049.5	1859	3974	-1
2942	13025	180.90277	72	1871	1876.5	3978	-1
2943	6383	163.66667	39	979	1893	3983	-1
2944	9663	161.05	60	304.5	1884.5	3984	-1
2945	2521	168.06667	15	315.5	1881.5	3984	-1
2946	4653	155.10001	30	1490	1913.5	3988	-1
2947	51490	272.43387	189	1479	1921	3988	-1
2948	5333	156.85294	34	1550	1917.5	3989	-1
2949	1530	153	10	1540.5	1928.5	3989	-1
2950	25468	164.30968	155	650.5	1912.5	3990	-1
2951	2948	184.25	16	1289	1930	3991	-1
2952	23807	172.5145	138	1059.5	1931	3992	-1
2953	36126	430.07144	84	1406.5	1922	3995	-1
2954	28867	182.70253	158	1690.5	1939.5	3999	-1
2955	7796	185.61905	42	250.5	1945	4003	-1
2956	6037	182.93939	33	262	1947	4003	-1
2957	20656	158.8923	130	248.5	1956	4003	-1
2958	7433	161.58696	46	246.5	1968.5	4003	-1
2959	4198	161.46153	26	285.5	1976.5	4003	-1
2960	17239	175.90816	98	259.5	1979	4003	-1
2961	14852	174.72942	85	623.5	1963	4004	-1
2962	2792	155.11111	18	2013	1978	4007	-1
2963	12227	160.88158	76	2003	1995.5	4007	-1
2964	49325	542.03296	91	362	2002.5	4008	-1
2965	3268	163.39999	20	905.5	1967.5	4009	-1
2966	1707.9999	155.27272	11	902	1990	4009	-1
2967	18243	225.22223	81	910.5	1993.5	4009	-1
2968	1953	162.75	12	911	2000.5	4009	-1
2969	6757	270.28	25	1170	1963	4011	-1
2970	3197	177.61111	18	36.5	2004.5	4015	-1
2971	2901	170.64706	17	19.5	2038	4015	-1
2972	14545	234.59677	62	1364.5	2032.5	4016	-1
2973	4873	232.04762	21	492.5	2011	4017	-1
2974	4001	235.35294	17	497.5	2019	4017	-1
2975	25065	171.67809	146	643	2037	4021	-1
2976	2011	154.69231	13	651	2030	4021	-1
2977	9065	161.875	56	693	2043.5	4023	-1
2978	18238	372.20407	49	1261.5	2045	4028	-1
2979	7002.0005	259.33334	27	167	3	4030	-1
2980	8841	353.64001	25	178	3	4030	-1
2981	2175	181.25	12	175	13	4030	-1
2982	13185	306.6279	43	152	17	4030	-1
2983	8035	277.06897	29	163	17.5	4030	-1
2984	6503	309.66666	21	154.5	30	4030	-1
2985	11516	213.25926	54	1535	4.5	4037	-1
2986	14565.999	165.52272	88	1525	7	4037	-1
2987	10311	153.89552	67	1844	40.5	4039	-1
2988	4882	157.48387	31	1836	49.5	4039	-1
2989	1916	159.66667	12	1828	54	4039	-1
2990	2109	175.75	12	995.5	40.5	4040	-1
2991	5113	243.4762	21	266.5	32.5	4041	-1
2992	6010	187.8125	32	274.5	48	4041	-1
2993	2795	164.41176	17	281.5	56.5	4041	-1
2994	3240	202.5	16	1256.5	57	4042	-1
2995	5809	157	37	1676	40	4043	-1
2996	3435	202.05882	17	87	60	4048	-1
2997	86819	461.80319	188	1229	84.5	4051	-1
2998	61408.996	314.91794	195	1168.5	93	4052	-1
2999	27715.998	165.96407	167	1336	107.5	4055	-1
3000	33088	245.0963	135	370.5	120.5	4056	-1
3001	3137.0002	165.10527	19	376	113	4056	-1
3002	2988	229.84616	13	354	118.5	4056	-1
3003	13809.999	170.49382	81	733	134	4059	-1
3004	2573	160.8125	16	747	132.5	4059	-1
3005	67067	664.02972	101	967.5	147	4060	-1
3006	35541	408.51724	87	983	154.5	4060	-1
3007	17762	257.42029	69	19	161.5	4065	-1
3008	30903	454.45587	68	933.5	182	4068	-1
3009	3604	156.69565	23	1585	170.5	4069	-1
3010	2654	156.11765	17	1582.5	182.5	4069	-1
3011	7949	162.22449	49	1594.5	191.5	4069	-1
3012	2043	170.25	12	467	185.5	4070	-1
3013	2884	160.22223	18	308.5	196.5	4072	-1
3014	3140	174.44444	18	348	205	4072	-1
3015	1635	163.5	10	329	232.5	4072	-1
3016	2353	156.86667	15	524	226	4074	-1
3017	16783	161.375	104	1485	220.5	4076	-1
3018	26324	161.49693	163	1484.5	237.5	4076	-1
3019	58515	568.10681	103	205.5	234	4077	-1
3020	64981.004	424.71243	153	1700	234	4078	-1
3021	78629	573.93433	137	241.5	259.5	4081	-1
3022	49508	336.78912	147	1332	230	4082	-1
3023	60100	347.39883	173	1797	245.5	4083	-1
3024	1868	155.66667	12	1077.5	289	4090	-1
3025	5100	175.86208	29	1662	321.5	4093	-1
3026	2237	159.78572	14	1655.5	325	4093	-1
3027	3489	158.59091	22	556.5	319	4094	-1
3028	4710	188.39999	25	855.5	366	4095	-1
3029	1768.0001	160.72728	11	495	330.5	4096	-1
3030	12582	177.21127	71	500	344.5	4096	-1
3031	6103	156.48718	39	1472	353.5	4098	-1
3032	3140	165.26315	19	1273.5	351	4099	-1
3033	1836	166.90909	11	1257	353	4099	-1
3034	3585	162.95454	22	1799	343	4100	-1
3035	7431	218.55882	34	1842	351.5	4100	-1
3036	3966	158.64	25	1806	352	4100	-1
3037	10490	299.71429	35	50.5	372.5	4104	-1
3038	50395	335.96667	150	1935.5	385.5	4106	-1
3039	10227	192.96227	53	1909.5	384.5	4106	-1
3040	3246	170.8421	19	418	388	4108	-1
3041	2941	163.38889	18	401.5	397.5	4108	-1
3042	8559	155.61818	55	412	403	4108	-1
3043	2457	153.5625	16	406.5	417.5	4108	-1
3044	15816	175.73334	90	410	426	4108	-1
3045	21985	379.05173	58	150	420	4109	-1
3046	19091	318.18332	60	204	425	4112	-1
3047	10754	162.93939	66	1908.5	456	4121	-1
3048	5789	160.80556	36	1893.5	461	4121	-1
3049	48725	497.19388	98	44.5	457.5	4122	-1
3050	27097	160.33728	169	1582	461	4123	-1
3051	2947	184.1875	16	2047	496	4125	-1
3052	1894	172.18182	11	423	543	4131	-1
3053	10307	163.60318	63	1648	552.5	4136	-1
3054	15450	454.41177	34	1200.5	531	4137	-1
3055	68696	642.01868	107	558.5	582.5	4144	-1
3056	14743	387.97369	38	544.5	580.5	4144	-1
3057	6296	242.15384	26	541	589	4144	-1
3058	23803	355.26865	67	571.5	590.5	4144	-1
3059	4299	159.22223	27	1251	584.5	4145	-1
3060	9462	175.22223	54	1267	605.5	4145	-1
3061	4776	164.68965	29	1272	610.5	4145	-1
3062	97939.992	586.46704	167	487.5	617	4146	-1
3063	2302	191.83333	12	1606	646	4151	-1
3064	17138	180.39999	95	1624	650	4151	-1
3065	11037	164.73134	67	1910	626	4152	-1
3066	10699	175.39345	61	1982.5	648.5	4153	-1
3067	3108	182.82353	17	2002	650	4153	-1
3068	2621	174.73334	15	401	646	4154	-1
3069	56374	473.73108	119	390	652	4154	-1
3070	2510	209.16667	12	373	649	4154	-1
3071	11450	165.94203	69	260	661.5	4155	-1
3072	87708	466.53192	188	1730.5	654.5	4156	-1
3073	5775	213.88889	27	1703	663	4156	-1
3074	7886.9995	225.34285	35	1438	656	4158	-1
3075	2189	156.35715	14	1449.5	669	4158	-1
3076	24662	189.70769	130	356	688.5	4161	-1
3077	20986	233.17778	90	366.5	701.5	4161	-1
3078	5429	155.11429	35	355	700	4161	-1
3079	3807	200.36842	19	357.5	711	4161	-1
3080	20299	167.76033	121	457	704.5	4164	-1
3081	4744	158.13333	30	440.5	711	4164	-1
3082	16856	170.26262	99	452.5	718.5	4164	-1
3083	5040	186.66667	27	1343.5	724.5	4166	-1
3084	9105	159.73685	57	1899.5	731.5	4167	-1
3085	1880	156.66667	12	1117.5	738	4168	-1
3086	2935	154.47368	19	1126.5	739	4168	-1
3087	90363	468.20209	193	1109.5	749.5	4168	-1
3088	6498	158.48781	41	928	746	4171	-1
3089	2189	156.35715	14	910.5	762	4171	-1
3090	33853	352.63541	96	1816	773.5	4174	-1
3091	2003.9999	154.15384	13	519	769.5	4175	-1
3092	11731	160.69862	73	512.5	787	4175	-1
3093	4995	172.24138	29	517.5	795	4175	-1
3094	29043	377.18182	77	1771.5	777.5	4179	-1
3095	6020	215	28	1752	780	4179	-1
3096	7823	237.06061	33	1009.5	784.5	4180	-1
3097	97378	572.81177	170	1129.5	810.5	4182	-1
3098	1940	161.66667	12	112	817.5	4186	-1
3099	2212	170.15384	13	1328.5	828	4188	-1
3100	7740	172	45	1327	835	4188	-1
3101	15325	207.09459	74	1321	849.5	4188	-1
3102	3594	163.36363	22	1296	859.5	4188	-1
3103	45307	393.97391	115	1738	836.5	4189	-1
3104	11050	162.5	68	1841.5	857.5	4191	-1
3105	10987	224.22449	49	1870.5	878	4191	-1
3106	3164	158.2	20	1406	870.5	4192	-1
3107	6499	166.64102	39	993	874.5	4193	-1
3108	2508	156.75	16	1000	883.5	4193	-1
3109	15446.001	167.89131	92	1322.5	910	4197	-1
3110	15115.001	159.10527	95	319.5	898.5	4198	-1
3111	16812	163.2233	103	301	907	4198	-1
3112	2872	159.55556	18	1174	915	4199	-1
3113	5324	171.74193	31	1146	930	4199	-1
3114	81263	531.13074	153	1088	927.5	4201	-1
3115	3840	213.33333	18	1240.5	958.5	4202	-1
3116	7917	158.34	50	1329.5	954	4204	-1
3117	5478	156.51428	35	1304	953.5	4204	-1
3118	23751	167.26056	142	1305	969	4204	-1
3119	10933	179.22951	61	69	1031.5	4206	-1
3120	5664	161.82857	35	1468	990.5	4210	-1
3121	5081	158.78125	32	1463.5	995	4210	-1
3122	5599	186.63333	30	1598.5	1016	4213	-1
3123	1627	162.7	10	1250.5	1078	4216	-1
3124	13892	185.22667	75	1827	1073	4218	-1
3125	20195	159.01575	127	290.5	1090	4222	-1
3126	11559.999	167.53622	69	1115	1103.5	4224	-1
3127	57958.996	597.51544	97	1126.5	1113.5	4224	-1
3128	23367	396.05084	59	1336	1122.5	4227	-1
3129	3334	166.7	20	996	1144	4229	-1
3130	21985	159.3116	138	319.5	1156	4230	-1
3131	6503	154.83333	42	307.5	1157.5	4230	-1
3132	25254	162.92903	155	1856.5	1145.5	4232	-1
3133	2060	158.46153	13	1222	1215	4238	-1
3134	5839	171.73529	34	406.5	1222.5	4240	-1
3135	27562	194.09859	142	421	1245	4240	-1
3136	3130	195.625	16	1342	1236	4241	-1
3137	8976	160.28572	56	487.5	1334.5	4252	-1
3138	12473	164.11842	76	1027	1332.5	4254	-1
3139	9028	167.18518	54	1013.5	1337.5	4254	-1
3140	1576	157.60001	10	873.5	1357	4258	-1
3141	6623	161.53659	41	742	1444.5	4268	-1
3142	16174.001	161.74001	100	719	1450.5	4268	-1
3143	6775	157.55814	43	1647.5	1443	4269	-1
3144	2885	169.70589	17	1438	1444.5	4272	-1
3145	3158	166.21053	19	5.5	1456	4274	-1
3146	3393	161.57143	21	2	1464.5	4274	-1
3147	1690	153.63637	11	4.5	1473.5	4274	-1
3148	9516	161.28813	59	1915.5	1467	4275	-1
3149	62170	403.70129	154	193	1488	4277	-1
3150	13113	187.32857	70	1556.5	1487	4278	-1
3151	5924	160.10811	37	1555.5	1496	4278	-1
3152	4283	158.62962	27	813	1501.5	4279	-1
3153	8184	181.86667	45	830.5	1540.5	4279	-1
3154	27354	182.36	150	437.5	1541	4280	-1
3155	7638	254.60001	30	1023.5	1531	4281	-1
3156	7053.9995	271.30768	26	1025	1540	4281	-1
3157	2576	198.15384	13	1020	1549	4281	-1
3158	6183	158.53847	39	1986	1542	4284	-1
3159	13133.001	156.34525	84	2010	1542.5	4284	-1
3160	2611	153.58824	17	1992	1549	4284	-1
3161	13647	189.54167	72	26	1551	4286	-1
3162	17130	160.09346	107	690	1549	4287	-1
3163	3974	172.78261	23	704.5	1560	4287	-1
3164	12406.999	167.66216	74	705	1567.5	4287	-1
3165	17978	374.54166	48	221	1545	4289	-1
3166	3402	200.11765	17	218.5	1565.5	4289	-1
3167	32563	486.01492	67	241.5	1592	4289	-1
3168	1687	168.7	10	739.5	1649.5	4293	-1
3169	4879	180.7037	27	752	1662	4293	-1
3170	2251	160.78572	14	773	1670	4293	-1
3171	32132	214.21333	150	1572	1649.5	4299	-1
3172	24273	166.25342	146	11	1638	4301	-1
3173	11659	166.55714	70	1704	1658	4305	-1
3174	3107	155.35001	20	1708.5	1669	4305	-1
3175	14933	204.56165	73	1637	1698.5	4309	-1
3176	14315	178.9375	80	204.5	1703	4312	-1
3177	108501.01	556.41541	195	189	1718	4312	-1
3178	23240	209.36937	111	1382	1736	4317	-1
3179	1538	153.8	10	1400	1725.5	4317	-1
3180	10153	188.01852	54	1399	1734.5	4317	-1
3181	6818	243.5	28	11	1771	4321	-1
3182	28855	159.41989	181	1072.5	1756.5	4322	-1
3183	4223	156.40741	27	1071.5	1774	4322	-1
3184	7933.9995	158.67999	50	1570.5	1752	4323	-1
3185	2602	153.05882	17	1565	1760	4323	-1
3186	3096	154.8	20	1589.5	1762	4323	-1
3187	2929	162.72223	18	1596	1767.5	4323	-1
3188	85311	449.00525	190	1768	1775.5	4324	-1
3189	2406	185.07692	13	700	1761.5	4325	-1
3190	5141	214.20833	24	703	1770	4325	-1
3191	14961	347.93024	43	710.5	1779	4325	-1
3192	4013	211.21053	19	675.5	1791	4325	-1
3193	3655	166.13637	22	870	1775	4327	-1
3194	10144	163.6129	62	865	1784.5	4327	-1
3195	2993	166.27777	18	848.5	1787	4327	-1
3196	10091	177.0351	57	861.5	1791.5	4327	-1
3197	2831	176.9375	16	840.5	1791	4327	-1
3198	36231	329.37274	110	1518.5	1834	4331	-1
3199	8271	183.8	45	440	1849	4333	-1
3200	2106	162	13	614.5	1857.5	4335	-1
3201	2352	156.8	15	971.5	1836.5	4336	-1
3202	4314	154.07143	28	977.5	1840.5	4336	-1
3203	8781	156.80357	56	972.5	1847.5	4336	-1
3204	10599	173.7541	61	1720.5	1866.5	4339	-1
3205	1830	152.5	12	629.5	1874.5	4343	-1
3206	56908	563.44556	101	6	1881	4344	-1
3207	15057.999	278.85184	54	1395.5	1884	4346	-1
3208	13370	238.75	56	1383	1898.5	4346	-1
3209	10575	173.36066	61	1395	1903	4346	-1
3210	1635	163.5	10	1415.5	1899	4346	-1
3211	93646	567.55151	165	768.5	1890.5	4347	-1
3212	23251	465.01999	50	1029	1902	4348	-1
3213	15842	323.30612	49	929.5	1918.5	4349	-1
3214	11562	361.3125	32	505	1905.5	4350	-1
3215	11705	403.6207	29	492	1915	4350	-1
3216	62993	459.80292	137	102	1923	4352	-1
3217	1689	153.54546	11	1579	1926.5	4353	-1
3218	2804	164.94118	17	1687.5	1961.5	4357	-1
3219	42072	356.54236	118	1714.5	1966.5	4357	-1
3220	6118	161	38	622	1978	4358	-1
3221	9661	158.37704	61	259.5	1970.5	4360	-1
3222	23900	173.1884	138	265.5	1981	4360	-1
3223	1714	171.39999	10	1147	1994.5	4361	-1
3224	1547	154.7	10	1159	1996	4361	-1
3225	2126	177.16667	12	1489.5	1968	4362	-1
3226	8575	168.13725	51	1486	1996	4362	-1
3227	8560	190.22223	45	1487.5	2004.5	4362	-1
3228	3524	160.18182	22	2043	1982	4363	-1
3229	19389	421.5	46	528.5	1975.5	4364	-1
3230	36001	330.28439	109	1786	1995	4365	-1
3231	19942	224.06741	89	338.5	2000.5	4366	-1
3232	7388	211.08571	35	370	1997	4366	-1
3233	12227	172.21127	71	1859	2014.5	4368	-1
3234	8539	194.06818	44	1847	2015.5	4368	-1
3235	6918	172.95	40	1867	2024.5	4368	-1
3236	27311	262.60577	104	1841.5	2035.5	4368	-1
3237	1657	165.7	10	1007.5	2031	4369	-1
3238	29827	162.98907	183	1650	2038	4374	-1
3239	2022.0001	155.53847	13	1630	2043.5	4374	-1
3240	6233	159.82051	39	1972.5	2045	4375	-1
3241	15777	160.98979	98	1565	2044.5	4376	-1
3242	31842	403.06329	79	1076	3.5	4382	-1
3243	6355	155	41	1503.5	16.5	4385	-1
3244	16523	155.87737	106	1501	28	4385	-1
3245	1705	155	11	1505.5	37.5	4385	-1
3246	13076	179.12329	73	1395	28.5	4387	-1
3247	14355	170.89285	84	1385.5	35.5	4387	-1
3248	1524	152.39999	10	1774	58.5	4391	-1
3249	1769	160.81818	11	1397	62	4393	-1
3250	24931	165.10596	151	1399.5	70.5	4393	-1
3251	21518	168.10938	128	1606	74	4394	-1
3252	10605	160.68182	66	1608.5	87.5	4394	-1
3253	2746	152.55556	18	1321	88.5	4397	-1
3254	8392	158.33963	53	1270	87	4398	-1
3255	8739	161.83333	54	1789.5	136.5	4401	-1
3256	4075.9998	163.03999	25	626.5	152.5	4402	-1
3257	4340	160.74074	27	853	129.5	4403	-1
3258	2031	156.23077	13	853	134.5	4403	-1
3259	2507	156.6875	16	859	138.5	4403	-1
3260	8226	195.85715	42	450	132.5	4405	-1
3261	14681	168.74713	87	441.5	139.5	4405	-1
3262	27789	182.82237	152	437	153.5	4405	-1
3263	1996.0001	153.53847	13	1996	158	4406	-1
3264	101653	513.39899	198	114	134.5	4407	-1
3265	2220	185	12	131	160	4407	-1
3266	2535	169	15	217.5	150.5	4410	-1
3267	4443	158.67857	28	222.5	159	4410	-1
3268	31762.002	334.33685	95	202.5	171.5	4410	-1
3269	3061	170.05556	18	222.5	170.5	4410	-1
3270	3515	234.33333	15	226	181.5	4410	-1
3271	9893	309.15625	32	214.5	193.5	4410	-1
3272	4062	169.25	24	1277.5	162	4412	-1
3273	6479	179.97223	36	1276	170.5	4412	-1
3274	2459	153.6875	16	1258	171.5	4412	-1
3275	5576	154.88889	36	1683.5	161	4413	-1
3276	17150	155.90909	110	1673.5	168	4413	-1
3277	12374.999	158.65384	78	1659	167.5	4413	-1
3278	14307.999	160.76404	89	692.5	164	4414	-1
3279	5781	156.24324	37	343.5	170.5	4416	-1
3280	5389	158.5	34	330.5	173	4416	-1
3281	1694	154	11	325.5	181	4416	-1
3282	2816	201.14285	14	350	210	4416	-1
3283	6340	264.16666	24	1347.5	199	4419	-1
3284	20804	169.13821	123	1365.5	210	4419	-1
3285	2991	166.16667	18	1567	236.5	4423	-1
3286	1548	154.8	10	1560	236.5	4423	-1
3287	4932	159.09677	31	1121	252.5	4425	-1
3288	5679	246.91304	23	1301	292.5	4432	-1
3289	21365	168.22835	127	1799.5	294.5	4433	-1
3290	28230	324.48276	87	1494.5	291	4434	-1
3291	14997	208.29167	72	1484.5	295.5	4434	-1
3292	1813	164.81818	11	109	307	4439	-1
3293	2829	157.16667	18	103.5	335	4439	-1
3294	9124	178.90196	51	97.5	339.5	4439	-1
3295	2091	160.84616	13	1629.5	342.5	4445	-1
3296	1623	162.3	10	1629	375	4445	-1
3297	18429	173.85849	106	1777	348.5	4446	-1
3298	14155	172.62195	82	1779	359	4446	-1
3299	5293	160.39394	33	1403	364.5	4449	-1
3300	4389	190.82608	23	1390.5	380.5	4449	-1
3301	10873	157.57971	69	1873	396	4450	-1
3302	21215	173.89345	122	1702.5	405.5	4455	-1
3303	8072	158.27451	51	1950	431.5	4458	-1
3304	13436	163.85365	82	58	470.5	4461	-1
3305	15321	161.27368	95	1271.5	452.5	4463	-1
3306	10915	170.54688	64	1273	461	4463	-1
3307	14032	163.1628	86	1685.5	456	4465	-1
3308	2506	156.625	16	1600.5	491.5	4466	-1
3309	62473	411.00659	152	1113.5	489	4467	-1
3310	59955	416.35416	144	1097	492.5	4467	-1
3311	3435	156.13637	22	1255.5	497.5	4468	-1
3312	2159	154.21428	14	1260	505	4468	-1
3313	9024	176.94118	51	1250.5	507.5	4468	-1
3314	6505	158.65854	41	1167.5	530.5	4474	-1
3315	3315	157.85715	21	1157.5	534	4474	-1
3316	2010	154.61539	13	1156	541	4474	-1
3317	1956	177.81818	11	43	552	4475	-1
3318	2006	154.30769	13	34	564.5	4475	-1
3319	1545	154.5	10	1983.5	541.5	4476	-1
3320	3171	158.55	20	1979	547.5	4476	-1
3321	18957	182.27884	104	1636	614	4488	-1
3322	1850	154.16667	12	940.5	644	4497	-1
3323	3485	158.40909	22	1425.5	633.5	4498	-1
3324	2342	180.15384	13	507	663	4500	-1
3325	1876	170.54546	11	424	714	4509	-1
3326	26349	237.37837	111	86	730.5	4510	-1
3327	22508	244.65218	92	102	748	4510	-1
3328	5280	182.06897	29	91	765.5	4510	-1
3329	2238	172.15384	13	88	776.5	4510	-1
3330	5320	152	35	1849.5	766	4514	-1
3331	3571	178.55	20	1430.5	759	4515	-1
3332	10215	159.60938	64	1828.5	809.5	4521	-1
3333	6196	154.89999	40	1824.5	815.5	4521	-1
3334	9625	160.41667	60	1846	817	4521	-1
3335	3396	154.36363	22	1834	822.5	4521	-1
3336	6668	215.09677	31	520	918.5	4530	-1
3337	29097	346.39285	84	517.5	927	4530	-1
3338	1573	157.3	10	1408	919.5	4531	-1
3339	6304	161.64102	39	266	899.5	4535	-1
3340	15992.999	159.92999	100	259.5	923	4535	-1
