Object ID	Elongation Factor 	Circularity 	Mean Intensity DAPI	Total Intensity DAPI	Total Intensity telo 550	Mean Intensity telo 550	Total Intensity 53BP1 647	Mean Intensity 53BP1 647	telo550_spots  Counts 	53bp1_spots  Counts 	Well 	Center X 	Center Y 	Area 	total_intensity_telo 	total_intensity_bp1 	mean-550-withoutspots 	total_area_telo 	area_dif_telo 	int_dif_telo 	mean-53bp1-withoutspots 	int_dif_telo 	area_dif_telo 	Parent Object ID (Well)	Parent Trace ID
7091	1.505341	0.99376136	442.77005	1076374	128868	53.010284	346129.97	142.38173	0	0	6	772.5	122	2431	0	0	53.010284	0	2431	128868	142.38172	346129.97	2431	5	-1
7092	1.6090463	0.96560049	400.09286	1137464	88014	30.958143	397822	139.93036	3	0	6	1374.5	129.5	2843	23891	0	23.479678	112	2731	64123	139.93036	373931	2843	5	-1
7093	2.5061867	0.88445165	325.75217	566483	48832	28.080505	221794	127.54111	0	0	6	857.5	137	1739	0	0	28.080506	0	1739	48832	127.54112	221794	1739	5	-1
7094	1.664051	0.95354443	267.98956	539463	111843	55.560356	204400	101.53999	2	2	6	1618	134.5	2013	31468	4772	42.79819	135	1878	80375	100.72048	172932	1982	5	-1
7095	1.5407783	0.90478497	212.00758	587261	105550	38.104694	228907	82.637909	2	5	6	93	137	2770	31771	39674	28.497103	181	2589	73779	71.760713	197136	2637	5	-1
7096	1.5060241	0.97515125	421.28079	451613	43004	40.115673	115654	107.88619	0	0	6	18.5	129	1072	0	0	40.115672	0	1072	43004	107.88619	115654	1072	5	-1
7097	2.2257361	0.92211636	272.1243	494721.97	90210	49.620461	186176	102.40704	1	0	6	198.5	146	1818	15159	0	43.331986	86	1732	75051	102.40704	171017	1818	5	-1
7098	1.6544471	0.95053435	946.78143	3084614	199842	61.33886	216402	66.42173	3	1	6	2015.5	160.5	3258	22269	3950	56.642105	123	3135	177573	65.713579	194133	3233	5	-1
7099	1.7973727	0.91581561	381.66815	1115616	185225	63.368114	348599	119.26069	3	0	6	973	175.5	2923	45961	0	50.05895	141	2782	139264	119.26069	302638	2923	5	-1
7100	1.6347238	0.93836795	508.36417	445327	36781	41.987442	67108	76.607307	1	2	6	14.5	165.5	876	2684	5050	40.447212	33	843	34097	73.615658	64424	843	5	-1
7101	2.4058085	0.91905098	373.98975	948438	56335	22.214117	347919	137.19203	1	0	6	1139	178.5	2536	3396	0	21.091235	26	2510	52939	137.19203	344523	2536	5	-1
7102	2.2304982	0.94248408	411.93604	811514	89737	45.551777	331881	168.46751	0	0	6	670	185	1970	0	0	45.551777	0	1970	89737	168.46751	331881	1970	5	-1
7103	2.3981337	0.92313988	285.47729	546689	60064	31.365013	148117	77.345695	1	0	6	1559.5	184.5	1915	5266	0	29.35083	48	1867	54798	77.345692	142851	1915	5	-1
7104	1.7043062	0.96975846	505.06964	522242	51273	49.58704	79579	76.96228	0	2	6	332.5	193.5	1034	0	10869	49.587041	0	1034	51273	70.544148	79579	974	5	-1
7105	1.9558063	0.95691082	264.41742	561887	97545	45.90353	193832	91.215057	1	1	6	1485	206	2125	4203	14053	44.533397	29	2096	93342	88.300098	189629	2036	5	-1
7106	2.0113391	0.92777272	252.403	454073	66605	37.023346	165374	91.925514	1	2	6	21.5	221	1799	8958	24981	32.642695	33	1766	57647	84.880895	156416	1654	5	-1
7107	1.6114969	0.98822486	217.36702	561459	76960	29.794813	341633	132.2621	2	0	6	1824.5	229	2583	2970	0	29.049863	36	2547	73990	132.2621	338663	2583	5	-1
7108	2.082302	0.94438179	351.92035	565536	45809	28.505911	203845	126.84817	0	0	6	878.5	224.5	1607	0	0	28.505912	0	1607	45809	126.84816	203845	1607	5	-1
7109	1.8438891	0.96434875	386.79285	1125954	59899.004	20.576778	441673.97	151.72586	2	0	6	1226	227.5	2911	8179	0	18.141005	60	2851	51720.004	151.72586	433494.97	2911	5	-1
7110	1.9078605	0.95095941	263.71719	502644.97	74885	39.289085	182918	95.969566	0	2	6	160	223	1906	0	26393	39.289087	0	1906	74885	89.956897	182918	1740	5	-1
7111	1.8707608	0.95723469	507.05576	545592	50132	46.59108	101762	94.574348	2	2	6	381.5	225.5	1076	17355	32580	33.343845	93	983	32777	76.613511	84407	903	5	-1
7112	1.6602036	0.97828683	520.45245	1067448	115528	56.327644	291218	141.9883	1	0	6	789	229.5	2051	5812	0	54.503726	38	2013	109716	141.9883	285406	2051	5	-1
7113	1.4674206	0.98246096	296.04227	546198	47889	25.956097	132344	71.731163	0	0	6	1668.5	243	1845	0	0	25.956098	0	1845	47889	71.731165	132344	1845	5	-1
7114	1.5652174	0.97496072	345.83173	540535	72957	46.677544	165443	105.84965	0	0	6	469	254	1563	0	0	46.677543	0	1563	72957	105.84965	165443	1563	5	-1
7115	1.7512488	0.9506441	587.77203	580131	30519	30.920973	104650	106.02837	2	0	6	1089.5	250	987	8042.0001	0	25.085937	91	896	22477	106.02837	96608	987	5	-1
7116	1.9465	0.93860637	291.1134	567380	48300	24.781939	206482	105.94254	0	1	6	956	270	1949	0	4432	24.781939	0	1949	48300	105.23438	206482	1920	5	-1
7117	2.08626	0.94517694	353.18362	569332	47266	29.321341	214240	132.90323	1	0	6	1028	269.5	1612	10300	0	23.650672	49	1563	36966	132.90323	203940	1612	5	-1
7118	2.0659454	0.95054454	557.83203	1079405	53123	27.453747	364249	188.24237	0	0	6	1371.5	263.5	1935	0	0	27.453747	0	1935	53123	188.24238	364249	1935	5	-1
7119	1.7872093	0.95852008	290.53046	496226.03	69873	40.909252	170623	99.89637	1	3	6	79.5	280.5	1708	4865	42535	38.672219	27	1681	65008	79.360595	165758	1614	5	-1
7120	2.2075925	0.9444889	488.31802	1010330	37164	17.962301	152270	73.59594	0	0	6	247.5	299.5	2069	0	0	17.962301	0	2069	37164	73.59594	152270	2069	5	-1
7121	2.0793515	0.84643057	536.11469	584365	61597	56.511009	114454	105.00367	3	0	6	1074.5	301	1090	35582.998	0	29.131021	197	893	26014.002	105.00367	78871.002	1090	5	-1
7122	1.7082012	0.9702196	252.64363	555816	141637	64.380455	192774	87.624542	4	1	6	1707	321	2200	28126	12434	56.137982	178	2022	113511	85.025931	164648	2121	5	-1
7123	1.9975232	0.94261369	749.81433	1183207	153285	97.138786	114548	72.590622	0	2	6	888	318	1578	0	5125	97.138783	0	1578	153285	70.732385	114548	1547	5	-1
7124	1.4668335	0.98177232	345.12744	549788	90554	56.844948	145698	91.461395	4	0	6	1629	327	1593	38649	0	36.916785	187	1406	51905	91.461394	107049	1593	5	-1
7125	1.7607696	0.97720976	477.86465	1136840	47841	20.109711	330612	138.97099	1	0	6	1174	335.5	2379	826	0	19.845927	10	2369	47015	138.971	329786	2379	5	-1
7126	2.205228	0.89610351	614.69861	1064658	56242	32.472286	68082	39.308315	1	0	6	151	334	1732	10575	0	27.102077	47	1685	45667	39.308314	57507	1732	5	-1
7127	1.936772	0.96300345	302.91492	544641	48466	26.955505	220997	122.91268	0	0	6	367.5	330	1798	0	0	26.955506	0	1798	48466	122.91268	220997	1798	5	-1
7128	1.4962264	0.98779124	407.02087	1072093	97515	37.021641	297336	112.88383	1	1	6	1258.5	341	2634	890	15655.999	36.837591	11	2623	96625	111.07256	296446	2536	5	-1
7129	1.5356304	0.96484244	438.40729	1106540	53939	21.370443	382617	151.59152	1	0	6	1388	347	2524	2255	0	20.648821	21	2503	51684	151.59152	380362	2524	5	-1
7130	1.9656723	0.95617441	237.6812	577803	53780	22.122583	207731	85.450844	2	0	6	1916.5	345.5	2431	5914	0	20.188106	60	2371	47866	85.450843	201817	2431	5	-1
7131	1.5394223	0.97985113	982.65985	1247978	114465	90.129921	123818.01	97.494492	2	2	6	1524	346.5	1270	3829	28578.999	90.388889	46	1224	110636	86.976264	119989.01	1095	5	-1
7132	1.8865653	0.95633855	324.92191	507528.03	52886.996	33.858513	127373	81.544815	1	1	6	86.5	365.5	1562	20325	24387	21.809776	69	1493	32561.996	69.397574	107048	1484	5	-1
7133	2.3230664	0.93511152	373.24966	544198	50197	34.428669	197948	135.7668	0	0	6	510	368	1458	0	0	34.428669	0	1458	50197	135.7668	197948	1458	5	-1
7134	2.0176211	0.93794775	253.14223	457428	39470	21.842833	183086	101.32042	1	7	6	18.5	380	1807	3849	62746	20.159027	40	1767	35621	74.421769	179237	1617	5	-1
7135	1.6160714	0.97164679	510.66907	567864	80186	72.109711	163113	146.68436	1	0	6	1096.5	383	1112	1055	0	72.00273	13	1099	79131	146.68435	162058	1112	5	-1
7136	1.5834729	0.93599021	680.83862	1181255	109239	62.96196	131054	75.535446	1	1	6	979.5	395.5	1735	12811	3039	58.583232	89	1646	96428	74.600816	118243	1716	5	-1
7137	1.4696653	0.98883041	287.6149	548194	73005	38.302727	161500	84.732422	0	3	6	1649	415.5	1906	0	9756	38.302728	0	1906	73005	82.335323	161500	1843	5	-1
7138	1.8289052	0.94332633	455.08224	1936830	109718	25.779606	562029	132.05568	1	2	6	1759.5	436.5	4256	4756	19687	24.913838	43	4213	104962	131.19061	557273	4134	5	-1
7139	2.3064861	0.91632593	410.28592	568246	90729	65.508301	154941	111.87076	1	0	6	1053.5	424	1385	44973	0	35.115886	82	1303	45756	111.87076	109968	1385	5	-1
7140	1.6260355	0.97724762	424.02017	1072347	45311.004	17.916569	184773	73.061684	0	0	6	259.5	427.5	2529	0	0	17.916569	0	2529	45311.004	73.061684	184773	2529	5	-1
7141	1.7842982	0.94472927	226.28461	557339	65395	26.550955	164713	66.874947	1	1	6	1309	434	2463	2612	50286	25.678119	18	2445	62783	48.69234	162101	2350	5	-1
7142	1.9258951	0.95820463	560.12903	1337028	142096	59.529118	302849	126.87432	1	0	6	1123	450.5	2387	15833	0	54.37683	65	2322	126263	126.87432	287016	2387	5	-1
7143	1.7552102	0.97479459	399.89551	1128905	59555	21.096352	340738	120.70068	1	2	6	385	455.5	2823	2129	25327	20.45814	16	2807	57426	117.3404	338609	2688	5	-1
7144	1.9605568	0.9604575	500.59274	1074272	50296	23.437092	351852	163.95712	1	0	6	157.5	467.5	2146	4539	0	21.872371	54	2092	45757	163.95713	347313	2146	5	-1
7145	3.1491186	0.84202159	279.93555	577787	68495	33.185562	200923	97.346413	2	1	6	1389	472	2064	6058	1937	30.833086	39	2025	62437	96.924501	194865	2053	5	-1
7146	1.60011	0.98084757	306.43518	555567	110926	61.183674	212634	117.28296	2	0	6	610	473.5	1813	20248	0	52.658537	91	1722	90678	117.28296	192386	1813	5	-1
7147	1.5427372	0.94266677	511.46848	1995750	139849	35.84034	569448	145.93747	2	0	6	1939.5	497.5	3902	7036	0	34.42535	44	3858	132813	145.93747	562412	3902	5	-1
7148	1.9927822	0.92351664	793.40637	1173448	55561.004	37.566601	93422	63.165653	2	0	6	1210	488	1479	13175	0	30.670046	97	1382	42386.004	63.165652	80247	1479	5	-1
7149	1.5683453	0.97910602	86.381294	12007	1848	13.294964	2422.0002	17.424461	0	0	6	1771	484	139	0	0	13.294964	0	139	1848	17.424462	2422.0002	139	5	-1
7150	1.7158879	0.97181669	399.41577	637867	50594	31.680651	208750	130.71384	0	0	6	516.5	503.5	1597	0	0	31.680651	0	1597	50594	130.71384	208750	1597	5	-1
7151	1.8114286	0.93501446	82.208092	14222	2623	15.16185	5302	30.647398	0	0	6	1899.5	491	173	0	0	15.16185	0	173	2623	30.647399	5302	173	5	-1
7152	1.5218023	0.98302338	263.99805	542780	50694	24.656614	172418	83.860893	2	7	6	58.5	512	2056	6861	53989	22.059889	69	1987	43833	63.263355	165557	1872	5	-1
7153	1.7852213	0.95854735	455.78293	1121226	71731	29.158943	431473	175.39552	3	0	6	1433	518.5	2460	11070	0	25.509252	82	2378	60661	175.39553	420403	2460	5	-1
7154	2.2945736	0.92511565	60.608002	7576	1829	14.632	3969	31.752001	0	0	6	1901.5	510	125	0	0	14.632	0	125	1829	31.752	3969	125	5	-1
7155	1.8145884	0.9666564	464.71393	1130649	71084	29.216604	376535	154.76161	1	1	6	317.5	539.5	2433	18914	2164	22.209451	84	2349	52170	154.69876	357621	2420	5	-1
7156	1.5757576	0.9507825	324.4198	95055	24357.998	83.133102	5517	18.829351	0	0	6	1118.5	526	293	0	0	83.133099	0	293	24357.998	18.829352	5517	293	5	-1
7157	1.9352347	0.95391711	324.10739	543204	47935	28.600836	128641.01	76.754776	1	1	6	1705	536	1676	7077.9995	26603	24.988991	41	1635	40857	66.258447	121563.01	1540	5	-1
7158	1.9826052	0.90304168	329.12048	773104	59602	25.37335	187895	79.989357	1	3	6	1837	554	2349	3140	18927	24.358067	31	2318	56462	75.83842	184755	2228	5	-1
7159	1.8463035	0.96591982	255.73346	521952	67905	33.270454	229738	112.56149	2	6	6	100.5	569.5	2041	10074	102415	29.430534	76	1965	57831	71.090452	219664	1791	5	-1
7160	1.9436723	0.96045279	426.03644	1157115	93910	34.576584	382567.03	140.85678	2	0	6	308.5	589	2716	2944.9999	0	33.866344	30	2686	90965	140.85679	379622.03	2716	5	-1
7161	1.6883256	0.97450546	413.02194	1147788	120260	43.274559	337499	121.44621	1	0	6	1628	600.5	2779	10683	0	40.108712	47	2732	109577	121.4462	326816	2779	5	-1
7162	1.5420744	0.97927037	435.35263	1106231	108821	42.826054	391329	154.00591	1	0	6	1281.5	601	2541	1234	0	42.558149	13	2528	107587	154.0059	390095	2541	5	-1
7163	1.797377	0.96048274	493.09003	750483	75803	49.804863	220058.02	144.58476	1	0	6	490.5	612	1522	2625	0	48.687957	19	1503	73178	144.58477	217433.02	1522	5	-1
7164	1.9078687	0.957336	422.44528	1065407	82178	32.584457	302109	119.78945	1	2	6	162	622	2522	2516.9998	4766	32.056741	37	2485	79661	119.22334	299592	2494	5	-1
7165	1.7144799	0.9618133	377.2312	546608	49629	34.250519	135285	93.364388	2	0	6	1719.5	610.5	1449	7782	0	30.389978	72	1377	41847	93.364389	127503	1449	5	-1
7166	1.6045977	0.98229227	242.34412	524675	74840	34.56813	159579	73.708542	2	1	6	2011	631.5	2165	15856	10716	28.508458	96	2069	58984	70.988555	143723	2097	5	-1
7167	1.5745829	0.94400309	585.09186	1152631	310623	157.67665	358959	182.21269	3	1	6	831.5	628.5	1970	5058	3361	159.23137	51	1919	305565	182.17111	353901	1952	5	-1
7168	1.8816683	0.94443651	565.00836	1148097	67921	33.42569	359644	176.99016	1	0	6	956	677.5	2032	15055	0	27.082992	80	1952	52866	176.99016	344589	2032	5	-1
7169	2.434865	0.917546	245.68236	516670	39695	18.875416	158372	75.307655	0	5	6	48.5	676.5	2103	0	54950	18.875416	0	2103	39695	53.503363	158372	1933	5	-1
7170	2.3997065	0.91399279	262.70044	531443	91038	45.001484	178692	88.3302	2	0	6	1941	689.5	2023	11547	0	40.953632	82	1941	79491	88.330203	167145	2023	5	-1
7171	1.9017108	0.96318951	382.81009	1136946	167386	56.358921	345316	116.26801	1	3	6	276	714.5	2970	9746	6124	54.209078	62	2908	157640	115.56797	335570	2935	5	-1
7172	1.6758893	0.97718322	504.17694	1145490	71446	31.446302	381631	167.97139	1	0	6	1072	727	2272	4664	0	29.680889	22	2250	66782	167.97139	376967	2272	5	-1
7173	1.9153554	0.92691466	268.34387	492411	49988	27.241417	126081	68.708992	1	1	6	2029	752.5	1835	4150	3027	25.564975	42	1793	45838	67.72372	121931	1817	5	-1
7174	1.8240038	0.96575379	272.92862	573423	52570	25.021418	255995	121.84436	1	0	6	366.5	761	2101	735	0	24.801435	11	2090	51835	121.84436	255260	2101	5	-1
7175	1.7231076	0.96780832	315.83542	629460	142084	71.291519	271739	136.34671	1	0	6	166	763	1993	1689	0	71.375191	26	1967	140395	136.34671	270050	1993	5	-1
7176	1.870917	0.96326205	289.67419	731717	86214	34.130642	332759	131.73357	2	1	6	45.5	768	2526	20437	10211	27.046464	94	2432	65777	130.69206	312322	2468	5	-1
7177	2.0402225	0.94643785	491.66293	1139183	64513	27.843332	344638.03	148.74321	3	0	6	826	761.5	2317	4895	0	26.403012	59	2258	59618	148.74322	339743.03	2317	5	-1
7178	1.9020388	0.96336007	308.80362	616372	111672	55.947895	201345	100.87424	2	0	6	1895.5	803.5	1996	14202	0	51.571429	106	1890	97470	100.87425	187143	1996	5	-1
7179	1.5397456	0.98058355	463.52911	1162531	59466.996	23.710924	430371.03	171.59929	0	0	6	923	807	2508	0	0	23.710923	0	2508	59466.996	171.59929	430371.03	2508	5	-1
7180	2.1291449	0.94225358	509.26099	579539	43134	37.903339	116170	102.0826	0	0	6	440.5	818	1138	0	0	37.903339	0	1138	43134	102.0826	116170	1138	5	-1
7181	1.8245614	0.94886455	363.42014	930718.94	190830	74.513863	263781	102.99922	1	2	6	2019.5	849	2561	729	16156	74.607928	13	2548	190101	100.49716	263052	2464	5	-1
7182	1.6904156	0.973873	488.09424	1144581	88582.992	37.775265	388971	165.8725	1	0	6	787.5	848.5	2345	787	0	37.63223	12	2333	87795.992	165.87249	388184	2345	5	-1
7183	2.2650754	0.90372145	490.96667	1134624	69740	30.177412	280854	121.52921	0	2	6	254	858	2311	0	4152.9999	30.177412	0	2311	69740	120.98863	280854	2287	5	-1
7184	2.0208153	0.93563543	514.1842	586170	30445	26.706141	122810	107.72807	0	0	6	394.5	857	1140	0	0	26.70614	0	1140	30445	107.72807	122810	1140	5	-1
7185	1.5368747	0.97574186	588.81451	1136412	70530	36.544041	356654	184.79482	2	0	6	1319	868.5	1930	8083	0	33.465702	64	1866	62447	184.79482	348571	1930	5	-1
7186	1.6288069	0.96252892	410.15408	1131205	79084	28.674402	372566	135.08557	0	0	6	120	886	2758	0	0	28.674402	0	2758	79084	135.08557	372566	2758	5	-1
7187	2.0218418	0.94531684	669.47156	1117348	69978	41.928101	307752	184.39305	2	0	6	1203	891.5	1669	14025	0	35.936416	112	1557	55953	184.39305	293727	1669	5	-1
7188	2.3602177	0.92633342	341.7309	688246	83731	41.574478	204900	101.73784	2	2	6	1477.5	881.5	2014	25707	78445	30.220833	94	1920	58024	67.442667	179193	1875	5	-1
7189	1.8442168	0.96737695	492.18747	1147289	159618	68.476189	379466	162.79108	1	0	6	487	905.5	2331	1503	0	68.211821	13	2318	158115	162.79108	377963	2331	5	-1
7190	1.8090815	0.96821598	330.54709	638617	100200	51.863354	239503	123.96635	1	3	6	818.5	912.5	1932	21172	7995.9999	42.833604	87	1845	79028	122.75027	218331	1886	5	-1
7191	11.201058	0.5034226	56.306011	10304	3190	17.431694	4129	22.562841	0	0	6	3	933	183	0	0	17.431694	0	183	3190	22.562842	4129	183	5	-1
7192	1.7611111	0.95641475	247.47433	747125	156427	51.814178	331635	109.84929	4	3	6	51.5	953.5	3019	52885	19946	37.50163	258	2761	103542	106.85259	278750	2917	5	-1
7193	2.0686052	0.93942948	244.37654	533474	61347	28.102154	128431	58.83234	1	0	6	1975.5	951.5	2183	3871	0	26.832866	41	2142	57476	58.832341	124560	2183	5	-1
7194	4.5772595	0.72755125	174.95735	118971	16121	23.707354	24869	36.57206	0	0	6	2040	958	680	0	0	23.707353	0	680	16121	36.572059	24869	680	5	-1
7195	1.9767442	0.96544953	115.46512	24825	5148	23.944185	20024	93.13488	0	1	6	291.5	941.5	215	0	2319	23.944186	0	215	5148	88.084577	20024	201	5	-1
7196	2.655303	0.89447439	519.04944	682030.94	66829	50.859207	219726	167.21918	0	0	6	776.5	957	1314	0	0	50.859209	0	1314	66829	167.21918	219726	1314	5	-1
7197	1.4814098	0.98906746	438.69009	1129627	67841	26.34602	305553	118.66136	2	2	6	173	971	2575	16167	22845	20.937601	107	2468	51674	115.20293	289386	2454	5	-1
7198	2.0006614	0.95597276	486.41733	729626	93054	62.035999	210153	140.10201	2	0	6	930.5	972	1500	18029	0	53.551035	99	1401	75025	140.102	192124	1500	5	-1
7199	1.640667	0.96882413	605.95215	1114346	58538	31.83143	307632	167.28221	0	0	6	285	973.5	1839	0	0	31.83143	0	1839	58538	167.28222	307632	1839	5	-1
7200	2.0612708	0.95367827	281.08112	741492	87619	33.214176	270161	102.41129	1	11	6	451	994	2638	3954	110180	32.104758	32	2606	83665	68.987063	266207	2319	5	-1
7201	1.610989	0.9416928	686.27802	612160	57718	64.706276	115756.99	129.77242	2	0	6	1347	987	892	23036	0	43.790404	100	792	34682	129.77241	92720.992	892	5	-1
7202	2.4148986	0.91219844	372.2117	782389	82771	39.377258	179474	85.382492	1	1	6	1556.5	1007	2102	7045	27430.998	36.742358	41	2061	75726	78.332304	172429	1941	5	-1
7203	1.951952	0.93098045	356.39975	581288	93359	57.240345	211494	129.67137	1	0	6	1131	996	1631	6173	0	54.287671	25	1606	87186	129.67137	205321	1631	5	-1
7204	2.0250142	0.9573559	420.91263	737018	75224	42.960594	287954	164.45117	1	1	6	619.5	1006	1751	9438	61734.004	39.606261	90	1661	65786	144.64194	278516	1564	5	-1
7205	1.7602428	0.94440752	495.04474	1272265	454200	176.73152	230024	89.503502	1	1	6	1376.5	1011.5	2570	1196	3063	177.23161	14	2556	453004	89.004314	228828	2550	5	-1
7206	2.2607606	0.8928731	332.70633	769217.06	61601	26.644032	201005	86.93988	1	3	6	1477	1030.5	2312	960	76910	26.365652	12	2300	60641	59.689755	200045	2079	5	-1
7207	1.5666478	0.96918662	654.78363	1143907	70869	40.566113	360231	206.19977	3	0	6	316	1024	1747	13556	0	35.509913	133	1614	57313	206.19977	346675	1747	5	-1
7208	2.0164234	0.93438675	566.73981	599044	38745	36.655628	113003	106.90918	1	0	6	1290.5	1020	1057	4508	0	33.565686	37	1020	34237	106.90918	108495	1057	5	-1
7209	1.9566724	0.96834431	366.53662	845600	145813	63.204594	293011	127.00954	0	3	6	565.5	1034	2307	0	6396	63.204595	0	2307	145813	126.37346	293011	2268	5	-1
7210	2.037196	0.95078253	563.42755	785418	70904	50.863701	156339	112.15136	1	1	6	697.5	1042	1394	2926	2243	49.910426	32	1362	67978	111.42155	153413	1383	5	-1
7211	2.0253906	0.93365936	602.58716	608613	75935	75.183167	118605	117.43069	1	0	6	1248.5	1044	1010	41418	0	36.83778	73	937	34517	117.43069	77187	1010	5	-1
7212	2.0480874	0.95828424	318.80963	582784	103857	56.814552	195293	106.83424	3	1	6	1066	1059	1828	8657	11987	53.724605	56	1772	95200	104.56703	186636	1753	5	-1
7213	2.1251129	0.94015719	345.26544	754405	70741	32.375744	216673	99.163841	0	3	6	862	1060	2185	0	51494	32.375744	0	2185	70741	85.584974	216673	1930	5	-1
7214	1.9804287	0.9336439	249.83302	526648	89453	42.435009	141170	66.968689	1	0	6	2013.5	1073.5	2108	3978	0	41.43238	45	2063	85475	66.968691	137192	2108	5	-1
7215	2.1278539	0.93780533	308.86435	673942	51318	23.518789	266679	122.21769	1	2	6	384	1084.5	2182	2136	42677	22.727357	18	2164	49182	110.07469	264543	2035	5	-1
7216	1.8320853	0.95973862	284.08841	967321.06	77932	22.887518	406040	119.24816	0	10	6	215.5	1102.5	3405	0	98612	22.887518	0	3405	77932	107.22986	406040	2867	5	-1
7217	1.7133164	0.97306428	492.78723	579025	52767	44.908085	194130.98	165.21786	1	0	6	1182	1084.5	1175	1972	0	44.016464	21	1154	50795	165.21786	192158.98	1175	5	-1
7218	1.7044793	0.97527851	459.66257	787402	100274	58.537071	272660	159.17105	5	0	6	1776.5	1089.5	1713	43133	0	37.992686	209	1504	57141	159.17104	229527	1713	5	-1
7219	1.9375907	0.95090323	422.49438	866536	57040	27.810823	205658	100.27206	3	5	6	717.5	1112	2051	6725	42733	25.245861	58	1993	50315	90.816611	198933	1794	5	-1
7220	2.2042368	0.9478263	426.11481	779364	73331	40.093494	165693	90.592125	3	3	6	1356	1130	1829	14429	35776.999	33.94928	94	1735	58902	80.14559	151264	1621	5	-1
7221	2.0077519	0.95963907	413.14627	742837	108336	60.253616	284413	158.18298	3	0	6	1036	1140	1798	16766	0	53.51841	87	1711	91570	158.18298	267647	1798	5	-1
7222	2.3190903	0.92863318	388.87656	560760	53108	36.829403	163595	113.45007	1	0	6	505	1147.5	1442	12469	0	30.036216	89	1353	40639	113.45007	151126	1442	5	-1
7223	2.1142578	0.94709191	342.33139	699383	64220	31.434166	287896	140.91826	0	2	6	615	1148	2043	0	12624	31.434165	0	2043	64220	138.95608	287896	1981	5	-1
7224	1.7057004	0.97522334	331.58273	749377	67791	29.996017	275581	121.93849	2	0	6	1864.5	1155.5	2260	10738	0	26.183112	81	2179	57053	121.9385	264843	2260	5	-1
7225	1.4855751	0.98456322	252.12566	672167	79881	29.962866	239150	89.703674	0	4	6	850	1168	2666	0	25440	29.962866	0	2666	79881	84.403633	239150	2532	5	-1
7226	1.8466899	0.95628514	398.3429	569232	67033	46.909027	209727.02	146.76488	0	0	6	1130.5	1165.5	1429	0	0	46.909027	0	1429	67033	146.76488	209727.02	1429	5	-1
7227	1.6385081	0.96163304	373.76373	1162779	84970	27.312761	395354	127.08261	1	2	6	1261.5	1175	3111	18783	35707	21.679332	58	3053	66187	122.66269	376571	2932	5	-1
7228	1.907168	0.95568437	452.7179	1145829	60037	23.720663	447147	176.66812	1	0	6	370	1181.5	2531	1553	0	23.254076	16	2515	58484	176.66812	445594	2531	5	-1
7229	1.7590759	0.97104028	221.98923	536104	66483	27.529192	156447	64.781364	0	0	6	1953	1188	2415	0	0	27.529193	0	2415	66483	64.781366	156447	2415	5	-1
7230	1.7346425	0.97033378	291.3894	576951	85252	43.056564	223530	112.89394	0	1	6	746	1189	1980	0	8364	43.056566	0	1980	85252	111.60062	223530	1928	5	-1
7231	1.9561309	0.94795033	336.66849	930215	85226	30.845457	388085	140.45784	1	1	6	172	1197	2763	4632	4137	29.641045	44	2719	80594	140.0248	383453	2742	5	-1
7232	2.2018561	0.92071141	355.6781	612122	56559	32.864033	214686	124.74492	1	1	6	935	1204.5	1721	17385	4577	23.584588	60	1661	39174	123.59353	197301	1700	5	-1
7233	1.6527145	0.97111804	473.56958	1133252	88457	36.964897	292877	122.38905	5	0	6	1517	1212	2393	17917	0	31.088585	124	2269	70540	122.38905	274960	2393	5	-1
7234	1.7490162	0.97338583	408.8717	933863	84309	36.912872	242646	106.2373	1	1	6	37	1216	2284	19080	5502	29.422192	67	2217	65229	105.4442	223566	2249	5	-1
7235	1.9559453	0.96067012	482.33261	1116600	70062	30.264362	405045	174.96544	0	0	6	331.5	1222	2315	0	0	30.264363	0	2315	70062	174.96544	405045	2315	5	-1
7236	3.1121281	0.81595089	335.84253	292183	26710	30.701149	47224	54.28046	0	0	6	2037	1222	870	0	0	30.701149	0	870	26710	54.28046	47224	870	5	-1
7237	1.6538237	0.97275865	685.70898	1166391	64148	37.711933	281632	165.5685	0	0	6	1390.5	1226.5	1701	0	0	37.711934	0	1701	64148	165.56849	281632	1701	5	-1
7238	2.3646659	0.92460412	381.94992	671086	48980	27.877064	269786	153.54922	0	0	6	561.5	1223.5	1757	0	0	27.877063	0	1757	48980	153.54923	269786	1757	5	-1
7239	1.810375	0.96675989	323.0618	914911	111636	39.419491	279636	98.741524	0	5	6	221	1260	2832	0	12914	39.419492	0	2832	111636	96.813793	279636	2755	5	-1
7240	1.6057586	0.95295306	682.05847	606350	109979	123.71091	75790	85.25309	0	0	6	1173.5	1245.5	889	0	0	123.71091	0	889	109979	85.253093	75790	889	5	-1
7241	1.5473949	0.97060695	358.6925	569245	43436	27.369881	205361.02	129.40202	0	0	6	458.5	1259.5	1587	0	0	27.36988	0	1587	43436	129.40203	205361.02	1587	5	-1
7242	2.9247312	0.87344629	310.03131	574178	81020	43.747299	178210	96.2257	4	4	6	704	1269.5	1852	16047	18260	37.556647	122	1730	64973	91.819747	162163	1742	5	-1
7243	1.6753322	0.9769266	315.44632	543514	113990.01	66.157867	138897	80.613464	2	2	6	1901	1271	1723	5773	12758	64.839429	54	1669	108217.01	76.633657	133124	1646	5	-1
