Object ID	Elongation Factor 	Circularity 	Mean Intensity DAPI	Total Intensity DAPI	Total Intensity telo 550	Mean Intensity telo 550	Total Intensity 53BP1 647	Mean Intensity 53BP1 647	telo550_spots  Counts 	53bp1_spots  Counts 	Well 	Center X 	Center Y 	Area 	total_intensity_telo 	total_intensity_bp1 	mean-550-withoutspots 	total_area_telo 	area_dif_telo 	int_dif_telo 	mean-53bp1-withoutspots 	int_dif_telo 	area_dif_telo 	Parent Object ID (Well)	Parent Trace ID
9163	1.9053108	0.96078618	447.07892	1076566	85646	35.567276	256970	106.71512	3	0	6	1927	424	2408	3815	0	34.586221	42	2366	81831	106.71512	253155	2408	5	-1
9164	1.6696291	0.96499843	439.49155	1119385	185201	72.713387	443540.03	174.14214	1	0	6	475.5	436.5	2547	6194	0	71.77506	53	2494	179007	174.14214	437346.03	2547	5	-1
9165	1.5639864	0.97832417	617.22931	1073979	101881	58.552299	303183	174.2431	4	0	6	1398	438.5	1740	12999	0	54.967223	123	1617	88882	174.2431	290184	1740	5	-1
9166	1.8978102	0.96839025	66.043793	9048	3733	27.248175	3383	24.69343	0	0	6	1980	443.5	137	0	0	27.248175	0	137	3733	24.693431	3383	137	5	-1
9167	1.7453505	0.96633665	414.8537	1148315	109503.99	39.560692	389482	140.70882	2	0	6	992.5	480.5	2768	10184	0	36.894499	76	2692	99319.992	140.70882	379298	2768	5	-1
9168	1.446505	0.97837228	405.95731	846421	94304	45.229736	203095.98	97.40815	0	1	6	186	477	2085	0	4461	45.229736	0	2085	94304	96.42475	203095.98	2060	5	-1
9169	1.9502115	0.95633043	324.53992	991794	175298	57.361912	239427.98	78.346855	0	1	6	1965.5	479.5	3056	0	2289	57.361911	0	3056	175298	77.980593	239427.98	3041	5	-1
9170	1.486688	0.97745617	293.64355	546177	127483	68.539246	162367	87.294083	1	0	6	1224	482	1860	20984	0	59.496648	70	1790	106499	87.294086	141383	1860	5	-1
9171	1.6615231	0.96583538	563.44324	1117308	144896	73.069084	314155	158.4241	2	0	6	1655	481.5	1983	26965	0	62.963695	110	1873	117931	158.4241	287190	1983	5	-1
9172	1.7157605	0.96658129	341.94034	980001	113380	39.560364	298722	104.22959	1	3	6	45	505.5	2866	2352	13883	39.135707	29	2837	111028	102.46007	296370	2780	5	-1
9173	1.9064551	0.95451602	300.82983	546307	91711	50.501652	139535	76.836456	1	1	6	1129	501.5	1816	1697	48735	50.035575	17	1799	90014	53.474676	137838	1698	5	-1
9174	1.6962855	0.98005802	358.86868	981147	118400	43.306511	322621	118.00329	1	1	6	1847.5	525.5	2734	9411	2802	40.546503	46	2688	108989	117.75368	313210	2716	5	-1
9175	1.5720743	0.97407466	585.16034	1153351	114715	58.20142	361076	183.19432	2	0	6	1525.5	532	1971	15621	0	52.182201	72	1899	99094	183.19432	345455	1971	5	-1
9176	1.8554366	0.96043886	442.02383	1056879	113196	47.342533	232916	97.413635	0	0	6	286	546	2391	0	0	47.342535	0	2391	113196	97.413634	232916	2391	5	-1
9177	1.5436316	0.94586151	411.3764	1073281	105001	40.245689	269849	103.43005	1	4	6	743.5	551.5	2609	2599	43241	39.767767	34	2575	102402	94.735786	267250	2392	5	-1
9178	1.672549	0.97535259	553.8465	1122093	83117	41.025173	359348	177.36821	0	0	6	611.5	550	2026	0	0	41.025173	0	2026	83117	177.36821	359348	2026	5	-1
9179	2.0099609	0.95848531	323.40384	906500.94	103977	37.094898	320376	114.29754	2	2	6	1976.5	551	2803	14623	12532	32.887008	86	2717	89354	113.05325	305753	2723	5	-1
9180	1.4569587	0.98109151	414.01221	1085954	88373	33.691574	454926	173.43729	0	0	6	1650.5	563.5	2623	0	0	33.691575	0	2623	88373	173.43729	454926	2623	5	-1
9181	1.9683846	0.95253878	259.54617	593063	154471	67.602188	181626	79.486214	4	2	6	1080	569.5	2285	22575	42245	61.6913	147	2138	131896	64.647959	159051	2156	5	-1
9182	1.9687236	0.96501635	466.41592	1101208	149257	63.217705	309194.03	130.95892	1	0	6	920.5	574	2361	6489	0	62.046067	60	2301	142768	130.95893	302705.03	2361	5	-1
9183	2.2617693	0.92007091	329.06528	630160	90534	47.276241	224663	117.3175	0	0	6	843.5	588	1915	0	0	47.27624	0	1915	90534	117.31749	224663	1915	5	-1
9184	2.0472747	0.9330661	306.73325	540464	71114	40.359818	232693	132.06186	0	0	6	1804	578.5	1762	0	0	40.359818	0	1762	71114	132.06186	232693	1762	5	-1
9185	1.7184256	0.96449314	498.48972	1138052	134304	58.827858	168476	73.795883	0	1	6	411.5	589.5	2283	0	16469	58.827858	0	2283	134304	69.759982	168476	2179	5	-1
9186	1.9152772	0.95595022	254.00681	559831	95680	43.41198	232228	105.36661	0	1	6	188.5	594.5	2204	0	1874	43.411978	0	2204	95680	105.04058	232228	2193	5	-1
9187	1.8636078	0.96536105	518.20441	818762.94	117190.99	74.171516	142412	90.134178	2	1	6	1399	597	1580	25286	23950	63.251887	127	1453	91904.992	77.426144	117126	1530	5	-1
9188	1.6439523	0.94601313	476.28522	547728	41848	36.389565	113759	98.920868	0	2	6	1752.5	602	1150	0	36107	36.389565	0	1150	41848	80.635514	113759	963	5	-1
9189	2.3644599	0.92628077	392.69275	557231	76942	54.222691	174658	123.08527	0	1	6	1172	612.5	1419	0	2937	54.222692	0	1419	76942	122.3084	174658	1404	5	-1
9190	1.6519824	0.96075294	284.06903	193451.02	37574	55.174744	52522.996	77.126282	0	0	6	1485	607.5	681	0	0	55.174743	0	681	37574	77.126279	52522.996	681	5	-1
9191	2.9667519	0.83683276	261.70258	102064.01	12840	32.923077	18917	48.505127	0	0	6	2039.5	609	390	0	0	32.923077	0	390	12840	48.505128	18917	390	5	-1
9192	1.556696	0.97309413	522.6416	1055736	71486	35.389111	258799	128.11832	0	0	6	554	631	2020	0	0	35.389109	0	2020	71486	128.11832	258799	2020	5	-1
9193	1.9262011	0.95924521	503.89404	1012827	86253	42.911942	301621	150.0602	4	0	6	1964.5	631	2010	10205	0	39.341956	77	1933	76048	150.0602	291416	2010	5	-1
9194	2.1236589	0.91932153	312.19733	536355	64426.004	37.500584	194638	113.29337	1	0	6	1822	636	1718	1879	0	36.749121	16	1702	62547.004	113.29336	192759	1718	5	-1
9195	2.1254596	0.9277963	262.25058	559905	101333	47.462765	227136	106.38689	0	0	6	109.5	639.5	2135	0	0	47.462763	0	2135	101333	106.38689	227136	2135	5	-1
9196	1.554542	0.94703741	392.88672	1002254	93069	36.483341	302939	118.75304	0	3	6	718.5	643	2551	0	11240	36.48334	0	2551	93069	117.10116	302939	2491	5	-1
9197	1.8291105	0.94665759	310.63144	567213	79003	43.26561	198727	108.83187	1	5	6	1022	648	1826	9544	70961.999	39.577778	71	1755	69459	91.130529	189183	1402	5	-1
9198	1.476765	0.97849697	519.74457	1147596	163499	74.048462	402320	182.21014	1	0	6	1578.5	648.5	2208	6598.0005	0	71.874026	25	2183	156901	182.21014	395722	2208	5	-1
9199	1.6698459	0.96534882	530.86157	717194	65835	48.730572	114441	84.708366	2	1	6	1481.5	644.5	1351	3382	20131	47.241301	29	1322	62453	76.737185	111059	1229	5	-1
9200	1.6910774	0.91863477	344.29001	400065	42366	36.459553	100825	86.768501	0	1	6	17.5	648.5	1162	0	23087	36.459552	0	1162	42366	75.181818	100825	1034	5	-1
9201	1.7267327	0.95228998	554.66602	549674	48840	49.28355	109070	110.06055	2	0	6	1743	659	991	11138	0	40.45279	59	932	37702	110.06054	97932	991	5	-1
9202	1.866562	0.96436263	364.63937	231546	31362	49.388977	61942	97.546455	0	2	6	1423.5	666.5	635	0	13614	49.388976	0	635	31362	86.3	61942	560	5	-1
9203	2.0119617	0.94505719	698.96338	1145601	88623	54.071384	123659.99	75.448441	0	1	6	1237.5	678	1639	0	7296	54.071385	0	1639	88623	72.955481	123659.99	1595	5	-1
9204	1.6653298	0.97807707	473.69687	1061081	86372	38.558929	355443	158.67992	1	0	6	1881.5	690.5	2240	4606	0	37.098911	36	2204	81766	158.67991	350837	2240	5	-1
9205	2.2636783	0.92353707	363.17142	546573	75585	50.222591	129720.99	86.193352	2	1	6	1114	684	1505	10833	2240	46.15253	102	1403	64752	85.443024	118887.99	1492	5	-1
9206	2.0242138	0.9514436	351.44101	1110905	140141	44.334389	339426	107.37931	0	5	6	932	705	3161	0	11736	44.334388	0	3161	140141	106.11723	339426	3088	5	-1
9207	2.0143678	0.95019682	422.27902	730965	95882	55.391102	163256	94.31311	0	2	6	1366.5	697.5	1731	0	12593	55.391103	0	1731	95882	91.145191	163256	1653	5	-1
9208	1.9004894	0.94001059	233.2361	558134	167506	69.998329	162416	67.871292	0	1	6	387.5	712	2393	0	1806	69.998328	0	2393	167506	67.426532	162416	2382	5	-1
9209	1.9024	0.9623517	337.97632	842237	89547	35.933788	232109	93.141655	0	4	6	208	707.5	2492	0	28738	35.933788	0	2492	89547	86.064748	232109	2363	5	-1
9210	2.1121495	0.94336436	306.39746	555805	86772	47.834621	159552	87.955902	0	1	6	470.5	719.5	1814	0	14565	47.83462	0	1814	86772	84.196864	159552	1722	5	-1
9211	2.04	0.93862104	427.71765	508984	100051	84.076469	122097	102.60252	2	0	6	1285.5	714	1190	12518	0	78.015152	68	1122	87533	102.60252	109579	1190	5	-1
9212	1.8859294	0.95700648	317.92941	544931	68672	40.065346	204030	119.03734	0	0	6	1793	713.5	1714	0	0	40.065344	0	1714	68672	119.03734	204030	1714	5	-1
9213	1.4568562	0.95685834	784.44672	1141370	76290	52.432991	92105	63.302406	1	0	6	1700.5	722	1455	9123	0	48.010722	56	1399	67167	63.302405	82982	1455	5	-1
9214	2.0358162	0.95181728	419.71463	1607507	170361	44.480679	437630	114.26371	2	1	6	1998.5	735.5	3830	34479	1723	36.665407	124	3706	135882	114.14166	403151	3819	5	-1
9215	1.6933208	0.97453477	308.46985	649329.06	146435	69.565323	233502	110.92731	0	0	6	70	730	2105	0	0	69.565321	0	2105	146435	110.92732	233502	2105	5	-1
9216	1.7244898	0.97618117	297.00452	724988	109644	44.917656	215656	88.347397	1	2	6	661	742.5	2441	7264	15114	42.980688	59	2382	102380	84.155266	208392	2383	5	-1
9217	1.5819271	0.93631045	394.09366	707004	115841	64.57135	187932	104.75585	3	0	6	1354.5	741	1794	28847	0	52.500905	137	1657	86994	104.75585	159085	1794	5	-1
9218	1.6331803	0.98534727	326.0437	566990	88475	50.876942	188601	108.45371	0	1	6	1474	745	1739	0	15404	50.876941	0	1739	88475	105.15908	188601	1647	5	-1
9219	1.6635597	0.9751021	506.1384	1133750	75135	33.542412	330872	147.71071	0	0	6	1553	760	2240	0	0	33.542411	0	2240	75135	147.71071	330872	2240	5	-1
9220	2.1352986	0.94016855	318.599	839826.94	93319	35.401745	227794.98	86.416916	0	2	6	230	766.5	2636	0	44911.002	35.401745	0	2636	93319	74.343082	227794.98	2460	5	-1
9221	1.6476408	0.94595573	388.45346	997160.06	94128	36.668484	391197	152.39462	0	0	6	829.5	769.5	2567	0	0	36.668485	0	2567	94128	152.39462	391197	2567	5	-1
9222	1.7662493	0.95496222	329.55237	550682	64154	38.392578	221165.98	132.35547	0	0	6	1792.5	767.5	1671	0	0	38.392579	0	1671	64154	132.35547	221165.98	1671	5	-1
9223	1.8329718	0.96716635	285.0596	655352	129149	56.176163	252348	109.76424	2	2	6	582	771	2299	8920	6220	53.697633	60	2239	120229	108.66578	243428	2265	5	-1
9224	2.249499	0.92385223	296.16357	588477	92780	46.693508	209960	105.66683	3	3	6	1190.5	778	1987	3591	57839	45.784908	39	1948	89189	84.277562	206369	1805	5	-1
9225	2.364385	0.905708	331.93625	630015	76269	40.183876	250886	132.1844	0	1	6	1058	774.5	1898	0	12681	40.183878	0	1898	76269	129.31868	250886	1842	5	-1
9226	1.5718157	0.97490905	290.82898	533962	99775	54.343681	148985	81.146515	1	1	6	111.5	782	1836	4070	6998.9995	52.817329	24	1812	95705	78.924959	144915	1799	5	-1
9227	1.9403974	0.95003464	371.18707	557523	68780	45.792278	152668	101.64314	1	3	6	1717	799.5	1502	12170	42545	39.394572	65	1437	56610	79.741492	140498	1381	5	-1
9228	1.6168763	0.97101742	576.68683	1088208	70712	37.473236	128465.01	68.078964	1	0	6	1986.5	809.5	1887	4418	0	35.603652	25	1862	66294	68.078965	124047.01	1887	5	-1
9229	2.0055304	0.9307547	602.44244	1161509	182725	94.774376	120204	62.346474	0	0	6	321	817	1928	0	0	94.774378	0	1928	182725	62.346473	120204	1928	5	-1
9230	2.1952507	0.93138891	378.34021	568267	112028.99	74.586548	218047.02	145.17111	2	0	6	1455.5	811.5	1502	40998	0	52.037357	137	1365	71030.992	145.17112	177049.02	1502	5	-1
9231	1.8387837	0.96570466	319.98965	556142	76056	43.760643	153684	88.425774	1	1	6	1277	816	1738	16594	12172	36.015748	87	1651	59462	85.094408	137090	1663	5	-1
9232	1.7141058	0.96783434	353.53174	557166	66822	42.399746	164950	104.6637	2	0	6	1779	822.5	1576	11154	0	36.768824	62	1514	55668	104.66371	153796	1576	5	-1
9233	1.7114518	0.9632375	456.9455	1006194	90899	41.280201	392426	178.21344	2	0	6	740.5	826	2202	12757	0	37.086853	95	2107	78142	178.21344	379669	2202	5	-1
9234	1.9303635	0.96310945	286.02676	556036	93647	48.172325	228828	117.70988	0	1	6	517.5	824.5	1944	0	34078	48.172325	0	1944	93647	108.79888	228828	1790	5	-1
9235	3.7536424	0.76650978	270.02139	201976	31305	41.851604	71992	96.245987	1	1	6	2038	829.5	748	6447	34419	35.011268	38	710	24858	66.975045	65545	561	5	-1
9236	1.870511	0.97133728	199.59354	575029	124048.99	43.057617	183965	63.854565	1	5	6	52	840.5	2881	1918	43516	42.747985	24	2857	122130.99	52.211524	182047	2690	5	-1
9237	1.8343343	0.9569242	279.85275	556907	95450	47.964825	223258	112.18995	2	0	6	433	844.5	1990	6803	0	46.194372	71	1919	88647	112.18995	216455	1990	5	-1
9238	1.5150567	0.96939182	281.05463	709944	148506	58.790974	281219	111.32977	1	3	6	895	844	2526	1272	13059	58.612261	14	2512	147234	109.09683	279947	2458	5	-1
9239	1.4491585	0.9838521	317.02582	896866.06	106750	37.73418	287834	101.74408	2	0	6	1853	846.5	2829	15024	0	33.306463	75	2754	91726	101.74408	272810	2829	5	-1
9240	1.68121	0.95530775	750.26074	1257437	91722	54.72673	203347	121.32876	4	1	6	1675.5	838.5	1676	15071	21274	50.594719	161	1515	76651	117.23954	188276	1553	5	-1
9241	2.4032895	0.89674259	364.41318	547713	74551	49.601463	119801	79.707916	1	0	6	1394	846.5	1503	3299	0	48.273713	27	1476	71252	79.707917	116502	1503	5	-1
9242	1.6789687	0.95126208	278.25677	543992	74181	37.944244	201202	102.91663	0	0	6	131.5	856.5	1955	0	0	37.944246	0	1955	74181	102.91662	201202	1955	5	-1
9243	1.5265589	0.96450979	328.30896	561080	102552	60.007023	169739	99.320656	1	4	6	950	859.5	1709	2808	39922	59.371429	29	1680	99744	85.914626	166931	1511	5	-1
9244	1.5095057	0.96901328	550.98657	574128	41025	39.371403	127827	122.67467	0	0	6	1573.5	857.5	1042	0	0	39.371401	0	1042	41025	122.67466	127827	1042	5	-1
9245	1.9635135	0.95163718	376.34128	553598	91828	62.42556	158388	107.67369	1	1	6	1024.5	861.5	1471	29632	1978	45.332362	99	1372	62196	107.13014	128756	1460	5	-1
9246	1.7224	0.96231284	457.36194	564842	48472.004	39.248585	133124	107.79271	0	1	6	1624.5	866	1235	0	4361	39.248586	0	1235	48472.004	106.4157	133124	1210	5	-1
9247	1.9693929	0.93947221	305.28564	605992	90092	45.386398	147130	74.120903	1	2	6	1127	868.5	1985	9515	14460	41.749741	55	1930	80577	68.955301	137615	1924	5	-1
9248	1.7993485	0.95757793	357.81241	547453	56414.996	36.872547	116414.01	76.087585	0	0	6	1506	877.5	1530	0	0	36.872546	0	1530	56414.996	76.087587	116414.01	1530	5	-1
9249	1.8086957	0.95821642	378.95218	562744	61554	41.450504	145183	97.766327	0	0	6	1762.5	887	1485	0	0	41.450505	0	1485	61554	97.76633	145183	1485	5	-1
9250	1.625	0.97814785	439.79111	1139059	184267.98	71.145943	338911	130.85367	2	0	6	555.5	895.5	2590	12184	0	69.528883	115	2475	172083.98	130.85367	326727	2590	5	-1
9251	1.7428712	0.97230685	339.47757	688800	163716	80.688026	234629	115.63776	2	3	6	1206.5	905.5	2029	33096.999	22749	68.710679	128	1901	130619	112.16517	201532	1889	5	-1
9252	1.704389	0.98223544	475.17599	1096231	114788	49.756393	302589	131.16125	0	0	6	202.5	906.5	2307	0	0	49.756394	0	2307	114788	131.16125	302589	2307	5	-1
9253	1.5104507	0.978159	326.14755	990184	91173	30.030632	311511	102.60573	0	4	6	1943.5	912.5	3036	0	50726.002	30.030632	0	3036	91173	95.595674	311511	2728	5	-1
9254	1.5700188	0.97372945	542.46796	1142980	107074	50.818226	372029	176.5681	1	0	6	1327.5	921.5	2107	880	0	50.640916	10	2097	106194	176.56811	371149	2107	5	-1
9255	1.6790519	0.97306581	351.48166	545851	66013	42.50676	117963	75.958145	2	1	6	1654	926	1553	4214	3025	40.603811	31	1522	61799	74.926988	113749	1534	5	-1
9256	2.0624376	0.92953679	292.67621	583011	153357	76.986443	279213	140.16718	1	0	6	292.5	926	1992	1442	0	76.763517	13	1979	151915	140.16717	277771	1992	5	-1
9257	1.8115064	0.96550485	427.76251	563791	62701	47.572838	110708	83.996964	1	3	6	1025.5	932	1318	11859	22900	41.167611	83	1235	50842	71.97377	98849	1220	5	-1
9258	1.4800271	0.97637212	384.1333	561987	53679.004	36.691048	120600.99	82.434036	1	1	6	1823.5	933	1463	771	14207	36.412941	10	1453	52908.004	76.818767	119829.99	1385	5	-1
9259	1.7941953	0.96143302	384.33929	578815	74687	49.59296	180349	119.75365	0	0	6	423	933	1506	0	0	49.592961	0	1506	74687	119.75365	180349	1506	5	-1
9260	1.7809311	0.96514305	346.25949	1075482	169272	54.49839	315797	101.67321	0	4	6	66.5	954.5	3106	0	56202.002	54.49839	0	3106	169272	94.295313	315797	2753	5	-1
9261	1.677027	0.9710166	370.25989	542801	57473	39.203957	129256	88.169167	1	2	6	1726	952.5	1466	864	5947	38.906529	11	1455	56609	86.35084	128392	1428	5	-1
9262	1.6627744	0.973808	484.42569	1033280	44201	20.722456	245199	114.95499	0	0	6	1557	959	2133	0	0	20.722457	0	2133	44201	114.95499	245199	2133	5	-1
9263	2.0176322	0.94439169	361.2489	568967	81124	51.507301	151532	96.210793	2	4	6	1099	966	1575	4303	39899	50.440578	52	1523	76821	77.308172	147229	1444	5	-1
9264	2.4369697	0.91519334	350.729	575897	91305	55.605968	195658	119.15834	0	0	6	1386	968	1642	0	0	55.605968	0	1642	91305	119.15834	195658	1642	5	-1
9265	1.826484	0.9527608	704.45172	1196159	120002.99	70.673141	118205	69.61425	0	0	6	528.5	976	1698	0	0	70.67314	0	1698	120002.99	69.614252	118205	1698	5	-1
9266	1.6376812	0.97830626	442.08295	756846	64045	37.409462	203408	118.81309	0	0	6	1954	988	1712	0	0	37.409463	0	1712	64045	118.81308	203408	1712	5	-1
9267	2.2583005	0.92631131	331.81714	584330	100514	57.077797	235016	133.45599	0	0	6	257	987.5	1761	0	0	57.077797	0	1761	100514	133.45599	235016	1761	5	-1
9268	1.9126775	0.96183061	477.45129	897131	84967	45.219265	236152	125.67962	2	0	6	1850	991	1879	6482	0	42.701306	41	1838	78485	125.67962	229670	1879	5	-1
9269	2.1625778	0.876973	437.50275	1119132	103994	40.654419	370556.03	144.86162	2	0	6	1495	1001.5	2558	19537	0	34.165453	86	2472	84457	144.86162	351019.03	2558	5	-1
9270	1.9065156	0.94271672	325.96164	569455	83952	48.054951	149918	85.814537	2	3	6	408	999.5	1747	12195	10614	43.436441	95	1652	71757	82.968434	137723	1679	5	-1
9271	2.1098224	0.93562697	323.5	884449	152005	55.598026	212427	77.698242	5	0	6	740.5	1011	2734	41031	0	44.28332	228	2506	110974	77.698244	171396	2734	5	-1
9272	1.9746614	0.95466937	496.96576	1131591	118514	52.048309	218627	96.015373	0	3	6	593	1024.5	2277	0	33290	52.048309	0	2277	118514	89.448359	218627	2072	5	-1
9273	1.8628251	0.91700255	300.41849	562083	77506	41.424908	236296	126.29396	0	0	6	1686.5	1025	1871	0	0	41.424906	0	1871	77506	126.29396	236296	1871	5	-1
9274	1.673998	0.98121306	572.7298	1161496	127200	62.721893	337398	166.36983	1	0	6	1246	1037.5	2028	28548	0	50.982946	93	1935	98652	166.36982	308850	2028	5	-1
9275	2.2814776	0.92704917	290.85477	556696	59830	31.259144	149932	78.334381	0	0	6	1596	1042	1914	0	0	31.259143	0	1914	59830	78.334378	149932	1914	5	-1
9276	1.6282104	0.9758545	391.12122	955118	133313	54.591728	467504.97	191.44348	2	0	6	333	1052.5	2442	15708	0	51.423262	155	2287	117605	191.44348	451796.97	2442	5	-1
9277	2.2015779	0.92751816	336.53931	843030.94	107603	42.955288	267113	106.63194	4	6	6	831	1065.5	2505	18313	42222	37.786712	142	2363	89290	99.907152	248800	2251	5	-1
9278	2.1341929	0.93354948	521.13196	1081870	89170	42.952793	362716	174.71869	3	0	6	1816	1062.5	2076	14030	0	37.645291	80	1996	75140	174.71869	348686	2076	5	-1
9279	1.4685817	0.98795407	384.50385	852445	76587	34.54533	211243	95.283264	1	4	6	1916	1068	2217	4159	37831	33.20862	36	2181	72428	86.532934	207084	2004	5	-1
9280	2.2405114	0.81802897	362.19202	852600	163735	69.556076	288521	122.56627	1	0	6	31	1071.5	2354	3358	0	69.009036	30	2324	160377	122.56627	285163	2354	5	-1
9281	1.6987542	0.96676761	431.44974	1124358	137146	52.627014	318296	122.13968	0	0	6	88	1078	2606	0	0	52.627015	0	2606	137146	122.13968	318296	2606	5	-1
9282	1.5182568	0.98269301	343.181	582035	123366	72.739388	159385	93.977005	1	2	6	931.5	1069	1696	1064	3719	72.582789	11	1685	122302	93.046025	158321	1673	5	-1
9283	2.1909276	0.91878391	399.87604	580620	60850	41.907715	225458	155.27411	0	0	6	1376	1067	1452	0	0	41.907713	0	1452	60850	155.2741	225458	1452	5	-1
9284	1.7041958	0.97175304	343.4523	979525.94	102280	35.862553	554570	194.44951	1	0	6	454	1091	2852	7883	0	34.152315	88	2764	94397	194.44951	546687	2852	5	-1
9285	1.6929012	0.95410051	474.22327	305874	72963	113.12093	14674	22.750387	0	0	6	705	1072.5	645	0	0	113.12093	0	645	72963	22.750388	14674	645	5	-1
9286	1.5735466	0.97785186	411.28162	1050002	105137	41.181747	322736	126.41441	0	0	6	204.5	1086.5	2553	0	0	41.181747	0	2553	105137	126.41441	322736	2553	5	-1
9287	3.3693046	0.80333825	262.37363	216982.98	24019	29.043531	65486	79.185005	0	1	6	2037	1087.5	827	0	18686	29.043531	0	827	24019	65.822785	65486	711	5	-1
9288	1.9747235	0.94942888	456.39032	1131848	128064	51.63871	235704.98	95.042336	2	3	6	612	1108.5	2480	17548	30842	46.72981	115	2365	110516	89.498901	218156.98	2289	5	-1
9289	1.8919793	0.92547245	392.41733	588626	115476	76.984001	228237.98	152.15866	1	0	6	1133.5	1101	1500	2238	0	76.667569	23	1477	113238	152.15866	225999.98	1500	5	-1
9290	1.8710672	0.94110138	367.92767	585005	156787	98.608177	290612	182.77484	0	0	6	1018	1110	1590	0	0	98.608176	0	1590	156787	182.77484	290612	1590	5	-1
9291	2.0318066	0.92958084	359.15625	551664	72659	47.304035	142671	92.884766	1	1	6	1696	1110.5	1536	14451	8855	39.197306	51	1485	58208	90.416216	128220	1480	5	-1
9292	1.5945679	0.97262781	488.10953	985005	68334	33.86224	300743	149.03023	0	0	6	1739.5	1111.5	2018	0	0	33.86224	0	2018	68334	149.03023	300743	2018	5	-1
9293	1.987686	0.94489182	290.99536	563658	68697	35.465668	178877	92.347443	0	1	6	1520.5	1127	1937	0	2618	35.465669	0	1937	68697	91.801563	178877	1920	5	-1
9294	1.8916394	0.92252338	431.2084	904244	104937	50.041489	155976	74.380547	3	1	6	769.5	1129.5	2097	28441	3490	39.862428	178	1919	76496	73.345839	127535	2079	5	-1
9295	1.5419622	0.97076019	346.29483	581429	109247.99	65.067299	200114	119.18642	1	0	6	1293	1122.5	1679	7009.0005	0	62.838962	52	1627	102238.99	119.18642	193105	1679	5	-1
9296	1.6021602	0.96353956	379.35678	835723	82333	37.373127	146893	66.678619	0	0	6	687	1127	2203	0	0	37.373128	0	2203	82333	66.67862	146893	2203	5	-1
9297	1.9805097	0.93814608	421.71255	557504	53350	40.355522	166107	125.64826	1	0	6	1590	1124.5	1322	2524	0	39.308585	29	1293	50826	125.64826	163583	1322	5	-1
9298	1.9001323	0.95131314	384.40146	577371	71354	47.505993	239729	159.60652	1	0	6	1451.5	1121.5	1502	11373	0	42.419378	88	1414	59981	159.60652	228356	1502	5	-1
9299	2.1855455	0.91157798	407.04501	578818	56760	39.915611	176818	124.34458	0	0	6	1362.5	1132.5	1422	0	0	39.915612	0	1422	56760	124.34459	176818	1422	5	-1
9300	1.6655012	0.96509713	342.15033	582682	81196	47.678215	222883.02	130.87669	2	0	6	1202	1135.5	1703	4271	0	46.396261	45	1658	76925	130.8767	218612.02	1703	5	-1
9301	1.4630793	0.97593966	427.75656	1073669	157384	62.702789	371983.97	148.20079	2	0	6	546.5	1138.5	2510	13149	0	60.324132	119	2391	144235	148.20078	358834.97	2510	5	-1
9302	1.770121	0.97139025	287.05435	543968	67097	35.407387	213791	112.81847	0	0	6	1986.5	1136	1895	0	0	35.407388	0	1895	67097	112.81847	213791	1895	5	-1
9303	1.7734568	0.96732432	341.49097	547410	62346	38.893326	194267	121.18964	2	0	6	1887	1153	1603	4619	0	36.909847	39	1564	57727	121.18964	189648	1603	5	-1
9304	1.6047652	0.94502126	396.72836	555023	51017	36.466763	168398	120.37026	0	0	6	1632	1152.5	1399	0	0	36.466762	0	1399	51017	120.37026	168398	1399	5	-1
9305	1.8847023	0.95856711	435.83234	574427	62405	47.348255	151672	115.07739	1	0	6	907.5	1159	1318	5626	0	44.393276	39	1279	56779	115.07739	146046	1318	5	-1
9306	2.3389149	0.88599785	385.21927	551634	68274	47.677376	121152.01	84.603355	2	2	6	1703	1170.5	1432	14286	6539	39.755523	74	1358	53988	82.455401	106866.01	1390	5	-1
9307	1.594422	0.95253967	394.50656	1142491	185475	64.045235	339451	117.21375	1	0	6	296	1183.5	2896	13148.001	0	61.326334	86	2810	172327	117.21374	326303	2896	5	-1
9308	1.6666667	0.95912262	363.44931	573523	78491	49.74081	146875	93.076683	2	2	6	1379.5	1182	1578	15118	10659	42.164338	75	1503	63373	90.030403	131757	1513	5	-1
9309	1.923597	0.95827164	395.79755	582614	61770.996	41.963993	178348	121.16032	0	0	6	825	1187	1472	0	0	41.963992	0	1472	61770.996	121.16033	178348	1472	5	-1
9310	1.7865398	0.96154925	453.01865	656424	82072	56.640442	206658.02	142.62112	2	0	6	619.5	1188.5	1449	20988	0	47.060092	151	1298	61084	142.62113	185670.02	1449	5	-1
9311	1.6333144	0.95754727	310.18683	541276	59515	34.106018	141333	80.993126	0	1	6	2022	1193.5	1745	0	22721	34.106017	0	1745	59515	71.973301	141333	1648	5	-1
9312	1.8592105	0.9688472	678.20135	1007129	64317	43.311111	311998	210.09967	0	0	6	1437.5	1193.5	1485	0	0	43.311111	0	1485	64317	210.09966	311998	1485	5	-1
9313	1.5060109	0.97516271	601.17157	1082710	92997	51.636314	134197	74.512489	1	0	6	1814	1208	1801	27241.002	0	38.230231	81	1720	65755.998	74.512493	106956	1801	5	-1
9314	1.5160944	0.98296845	291.50592	541035	67692	36.471981	298235	160.68697	0	0	6	1077	1207	1856	0	0	36.471983	0	1856	67692	160.68696	298235	1856	5	-1
