Object ID	Total Intensity 53BP1 647	Mean Intensity 53BP1 647	Area 	Parent Object ID (MO)	Parent Trace ID
6218	3700	160.86957	23	8196	-1
6219	3148	157.39999	20	8196	-1
6220	2393	159.53334	15	8196	-1
6221	7060	164.18605	43	8198	-1
6222	8354	163.80392	51	8198	-1
6223	2997	166.5	18	8200	-1
6224	6748	160.66667	42	8201	-1
6225	6034	158.78947	38	8201	-1
6226	5886	163.5	36	8201	-1
6227	2006	154.30769	13	8203	-1
6228	10016	156.5	64	8205	-1
6229	16783	217.96104	77	8206	-1
6230	11040	187.11864	59	8206	-1
6231	4014	160.56	25	8207	-1
6232	77063	401.36978	192	8208	-1
6233	34172	209.64417	163	8211	-1
6234	12068	246.28572	49	8214	-1
6235	21048	173.95041	121	8217	-1
6236	8446	211.14999	40	8217	-1
6237	11714	292.85001	40	8217	-1
6238	18688	168.36037	111	8218	-1
6239	9793	212.89131	46	8219	-1
6240	6467	161.675	40	8221	-1
6241	3094	238	13	8221	-1
6242	20612	317.1077	65	8226	-1
6243	3374	241	14	8226	-1
6244	19116	214.78651	89	8227	-1
6245	5191	162.21875	32	8230	-1
6246	13792	166.16867	83	8231	-1
6247	8353	225.75676	37	8231	-1
6248	56068	320.38858	175	8233	-1
6249	1646	164.60001	10	8234	-1
6250	3815	165.86957	23	8234	-1
6251	3166	166.63158	19	8234	-1
6252	32363	193.79042	167	8235	-1
6253	6096	164.75676	37	8236	-1
6254	25200	203.2258	124	8237	-1
6255	4723	157.43333	30	8244	-1
6256	9621	155.17741	62	8244	-1
6257	31853.002	163.34872	195	8244	-1
6258	3393	199.58824	17	8246	-1
6259	37111	199.5215	186	8248	-1
6260	3552	186.94737	19	8249	-1
6261	14112	427.63635	33	8249	-1
6262	10548	170.12903	62	8251	-1
6263	3033	151.64999	20	8254	-1
6264	2126	151.85715	14	8254	-1
6265	5789	241.20833	24	8255	-1
6266	2165	196.81818	11	8255	-1
6267	2843	167.23529	17	8255	-1
6268	4142	218	19	8255	-1
6269	2289	176.07692	13	8255	-1
6270	1609	160.89999	10	8255	-1
6271	88729	455.02051	195	8258	-1
6272	2167	154.78572	14	8258	-1
6273	4986	178.07143	28	8268	-1
6274	22062	214.19417	103	8270	-1
6275	8437	172.18367	49	8271	-1
6276	2072	159.38461	13	8271	-1
6277	1765	160.45454	11	8271	-1
6278	1949.9999	177.27272	11	8272	-1
6279	31413.998	299.18094	105	8274	-1
6280	86424	440.93878	196	8277	-1
6281	61307	371.55759	165	8281	-1
6282	15013	242.14516	62	8283	-1
6283	9938	202.81633	49	8286	-1
6284	1694	169.39999	10	8288	-1
6285	3340	159.04762	21	8288	-1
6286	5083	203.32001	25	8289	-1
6287	7857	170.80435	46	8289	-1
6288	30588	174.78857	175	8289	-1
6289	1985	165.41667	12	8289	-1
6290	4842	201.75	24	8289	-1
6291	6162	186.72728	33	8290	-1
6292	69640	480.27585	145	8293	-1
6293	2676	223	12	8294	-1
6294	35372	484.54794	73	8294	-1
6295	20917	178.77777	117	8299	-1
6296	41148	508	81	8309	-1
6297	3398	161.80952	21	8313	-1
6298	4311	165.80769	26	8316	-1
6299	8486	160.1132	53	8318	-1
6300	91281	702.16156	130	8319	-1
6301	12253	161.22368	76	8320	-1
6302	3112	155.60001	20	8320	-1
6303	1675	167.5	10	8321	-1
6304	28522.998	205.20143	139	8329	-1
6305	19013	192.05051	99	8329	-1
6306	2399	159.93333	15	8331	-1
6307	8597	175.44897	49	8334	-1
6308	15656.001	170.17392	92	8337	-1
6309	18978	197.6875	96	8337	-1
6310	6792	188.66667	36	8337	-1
6311	1550	155	10	8337	-1
6312	2669	157	17	8342	-1
6313	2188	168.30769	13	8344	-1
6314	2493	166.2	15	8346	-1
6315	2084	173.66667	12	8346	-1
6316	5584	186.13333	30	8346	-1
6317	12147	186.87692	65	8346	-1
6318	10145	177.98245	57	8346	-1
6319	15398	181.15294	85	8346	-1
6320	5010	178.92857	28	8346	-1
6321	5046	194.07692	26	8346	-1
6322	2026.0001	155.84616	13	8346	-1
6323	11874	197.89999	60	8346	-1
6324	3664.9998	192.89473	19	8349	-1
6325	31614	164.65625	192	8353	-1
6326	29149	188.05806	155	8354	-1
6327	4538	226.89999	20	8356	-1
6328	4590	241.57895	19	8356	-1
6329	47464	515.91302	92	8360	-1
6330	1547	154.7	10	8364	-1
6331	24636	157.92308	156	8368	-1
6332	33926	491.68115	69	8369	-1
6333	1737	157.90909	11	8370	-1
6334	8266	179.69565	46	8371	-1
6335	6029	177.32353	34	8371	-1
6336	7067.0005	172.36586	41	8371	-1
6337	38690	217.35956	178	8371	-1
6338	112564	670.0238	168	8374	-1
6339	1994	166.16667	12	8378	-1
6340	3816	152.64	25	8379	-1
6341	2461	153.8125	16	8379	-1
6342	1612	161.2	10	8380	-1
6343	4774	159.13333	30	8380	-1
6344	24095	376.48438	64	8382	-1
6345	58371	627.64514	93	8382	-1
6346	101361	817.42743	124	8388	-1
6347	3536.0002	160.72728	22	8393	-1
6348	92400	519.10114	178	8395	-1
6349	64593.996	566.61401	114	8396	-1
6350	2879	169.35294	17	8397	-1
6351	2296	164	14	8397	-1
6352	4919	234.2381	21	8397	-1
6353	31713	356.32584	89	8397	-1
6354	3493	194.05556	18	8397	-1
6355	31798	160.59596	198	8399	-1
6356	5060	158.125	32	8403	-1
6357	4286	164.84616	26	8403	-1
6358	39060	542.5	72	8407	-1
6359	8033.0005	163.93878	49	8410	-1
6360	2150	165.38461	13	8410	-1
6361	30930	187.45454	165	8414	-1
6362	74641	484.68182	154	8418	-1
6363	30197	471.82813	64	8419	-1
6364	3505	206.17647	17	8422	-1
6365	1803	180.3	10	8425	-1
6366	2705	159.11765	17	8428	-1
6367	6852	175.69231	39	8430	-1
6368	2001	153.92308	13	8430	-1
6369	1750	159.09091	11	8431	-1
6370	33121	180.98907	183	8431	-1
6371	6202	193.8125	32	8431	-1
6372	3529	176.45	20	8439	-1
6373	7660.0005	178.13954	43	8439	-1
6374	1585	158.5	10	8439	-1
6375	4608	158.89655	29	8439	-1
6376	5713	190.43333	30	8439	-1
6377	3343	167.14999	20	8448	-1
6378	2614	237.63637	11	8449	-1
6379	3118.0002	164.10527	19	8451	-1
6380	14600	182.5	80	8451	-1
6381	1916	159.66667	12	8451	-1
6382	2929	172.29411	17	8452	-1
6383	1987	165.58333	12	8452	-1
6384	6620	153.95349	43	8454	-1
6385	9840	158.70967	62	8454	-1
6386	18869	157.24167	120	8454	-1
6387	64390	348.05405	185	8455	-1
6388	2787	163.94118	17	8459	-1
6389	30028	174.58139	172	8459	-1
6390	7403	180.56097	41	8459	-1
6391	4256	170.24001	25	8459	-1
6392	3503.9998	159.27272	22	8459	-1
6393	2113	162.53847	13	8459	-1
6394	3798	172.63637	22	8459	-1
6395	2748	183.2	15	8459	-1
6396	1816	165.09091	11	8459	-1
6397	3162	158.10001	20	8463	-1
6398	11254	165.5	68	8463	-1
6399	9537	158.95	60	8463	-1
6400	1565	156.5	10	8467	-1
6401	3928	157.12	25	8467	-1
6402	3147	185.11765	17	8467	-1
6403	6275	156.875	40	8468	-1
6404	111672	641.79309	174	8476	-1
6405	7621	177.23256	43	8477	-1
6406	3708	176.57143	21	8477	-1
6407	3177	158.85001	20	8477	-1
6408	12003	200.05	60	8477	-1
6409	3113	194.5625	16	8477	-1
6410	6953	210.69698	33	8477	-1
6411	100666	547.09784	184	8482	-1
6412	2536	158.5	16	8483	-1
6413	1835	152.91667	12	8486	-1
6414	39822	334.63864	119	8487	-1
6415	3219	160.95	20	8489	-1
6416	2732	160.70589	17	8489	-1
6417	27633	174.89241	158	8489	-1
6418	5161	198.5	26	8491	-1
6419	2664	190.28572	14	8492	-1
6420	3430	155.90909	22	8495	-1
6421	3061.0002	161.10527	19	8495	-1
6422	2604	162.75	16	8497	-1
6423	2562	183	14	8497	-1
6424	9994	203.95918	49	8497	-1
6425	2115	162.69231	13	8497	-1
6426	1611	161.10001	10	8498	-1
6427	2395	184.23077	13	8499	-1
6428	7858	178.59091	44	8502	-1
6429	9665	210.10869	46	8502	-1
6430	1581	158.10001	10	8503	-1
6431	7767.0005	180.62791	43	8503	-1
6432	18314	159.25217	115	8503	-1
6433	4365	155.89285	28	8503	-1
6434	5041	180.03572	28	8503	-1
6435	5269	164.65625	32	8503	-1
6436	8655	163.30188	53	8504	-1
6437	5004	156.375	32	8504	-1
6438	6220	182.94118	34	8504	-1
6439	12943	157.84146	82	8504	-1
6440	89718	504.03372	178	8508	-1
6441	2463	189.46153	13	8508	-1
6442	10732	249.58139	43	8513	-1
6443	1842	184.2	10	8518	-1
6444	18247	350.90384	52	8518	-1
6445	4534	181.36	25	8518	-1
6446	8780	199.54546	44	8521	-1
6447	3161	175.61111	18	8521	-1
6448	3716	168.90909	22	8522	-1
6449	1798	163.45454	11	8522	-1
6450	2607	200.53847	13	8522	-1
6451	11209	157.87325	71	8523	-1
6452	1925	160.41667	12	8523	-1
6453	21886	179.39345	122	8523	-1
6454	10800	174.19354	62	8523	-1
6455	14288	376	38	8525	-1
6456	117341.01	627.492	187	8525	-1
6457	17749	170.66347	104	8526	-1
6458	8467	176.39583	48	8528	-1
6459	2059	158.38461	13	8529	-1
6460	3384	199.05882	17	8529	-1
6461	6168	212.68965	29	8532	-1
6462	23639	175.1037	135	8532	-1
6463	33257	187.89265	177	8533	-1
6464	3510	175.5	20	8537	-1
6465	2803	175.1875	16	8540	-1
6466	13230	157.5	84	8541	-1
6467	43507	243.05586	179	8542	-1
6468	12778	172.67567	74	8542	-1
6469	16926	165.94118	102	8542	-1
6470	7130	155	46	8543	-1
6471	4066	169.41667	24	8543	-1
6472	8214	164.28	50	8543	-1
6473	2943	163.5	18	8544	-1
6474	3922	170.52174	23	8544	-1
6475	3553	169.19048	21	8546	-1
6476	2614	174.26666	15	8546	-1
6477	19742	164.51666	120	8549	-1
6478	29308	195.38667	150	8549	-1
6479	5745	159.58333	36	8549	-1
6480	3873	203.8421	19	8549	-1
6481	22448	241.37634	93	8550	-1
6482	2045	170.41667	12	8552	-1
6483	74441	595.52802	125	8552	-1
6484	8789	162.75926	54	8553	-1
6485	7667	201.76315	38	8554	-1
6486	16870	159.15094	106	8555	-1
6487	39075	252.09677	155	8557	-1
6488	52566	449.28204	117	8557	-1
6489	2091	190.09091	11	8558	-1
6490	4515	225.75	20	8558	-1
6491	14026	326.18604	43	8559	-1
6492	7971	156.29411	51	8564	-1
6493	1753	159.36363	11	8565	-1
6494	7667	163.12766	47	8565	-1
6495	2830	188.66667	15	8565	-1
6496	66490	573.18964	116	8565	-1
6497	47977	403.16806	119	8566	-1
6498	7290	251.3793	29	8567	-1
6499	5697	178.03125	32	8567	-1
6500	18236	364.72	50	8567	-1
6501	2656	166	16	8567	-1
6502	2187	168.23077	13	8567	-1
6503	1760	176	10	8569	-1
6504	3466	165.04762	21	8569	-1
6505	10176	185.01819	55	8569	-1
6506	1970	179.09091	11	8569	-1
6507	2889	169.94118	17	8569	-1
6508	27143	161.56548	168	8572	-1
6509	25413	157.84473	161	8572	-1
6510	11042	157.74286	70	8573	-1
6511	19872	184	108	8575	-1
6512	28896	168	172	8575	-1
6513	11076	276.89999	40	8575	-1
6514	2820	165.88235	17	8575	-1
6515	3484	217.75	16	8575	-1
6516	54015	298.42542	181	8576	-1
6517	4063	184.68182	22	8578	-1
6518	2294	152.93333	15	8578	-1
6519	8327	198.2619	42	8578	-1
6520	13137	162.18518	81	8579	-1
6521	18246	165.87273	110	8579	-1
6522	3965	165.20833	24	8580	-1
6523	4189	174.54167	24	8581	-1
6524	16412	221.78378	74	8582	-1
6525	4521	265.94116	17	8582	-1
6526	13051	210.5	62	8582	-1
6527	1731	173.10001	10	8582	-1
6528	10626	168.66667	63	8586	-1
6529	2046.9999	157.46153	13	8586	-1
6530	2472	154.5	16	8587	-1
6531	55278	373.5	148	8589	-1
6532	4787	265.94446	18	8590	-1
6533	39529	549.01392	72	8590	-1
6534	5576.9995	159.34285	35	8591	-1
6535	11793	168.47144	70	8591	-1
6536	13191	196.8806	67	8592	-1
6537	6851	171.27499	40	8592	-1
6538	3092	154.60001	20	8593	-1
6539	2229	159.21428	14	8593	-1
6540	1725	156.81818	11	8593	-1
6541	3142	157.10001	20	8593	-1
6542	28301	195.17931	145	8594	-1
6543	16392	182.13333	90	8599	-1
6544	2685	157.94118	17	8599	-1
6545	5250	194.44444	27	8599	-1
6546	2757	162.17647	17	8600	-1
6547	30569	226.43704	135	8600	-1
6548	17596	162.92592	108	8603	-1
6549	7934	152.57692	52	8606	-1
6550	5515	153.19444	36	8606	-1
6551	8780	162.59259	54	8609	-1
6552	2586	184.71428	14	8609	-1
6553	15480	180	86	8609	-1
6554	25484	165.48051	154	8610	-1
6555	27170	164.66667	165	8610	-1
6556	2087	160.53847	13	8611	-1
6557	1550	155	10	8611	-1
6558	8115	159.11765	51	8611	-1
6559	6532	159.31708	41	8611	-1
6560	2102	175.16667	12	8612	-1
6561	1685	168.5	10	8618	-1
6562	7081	186.3421	38	8618	-1
6563	1830	183	10	8618	-1
6564	17636	174.61386	101	8619	-1
6565	30990	188.96341	164	8619	-1
6566	41577	230.98334	180	8621	-1
6567	28978	172.4881	168	8622	-1
6568	9299	193.72917	48	8623	-1
6569	6941	169.29268	41	8625	-1
6570	3215	160.75	20	8625	-1
6571	5110	154.84848	33	8626	-1
6572	7917	158.34	50	8628	-1
6573	4491	236.36842	19	8629	-1
6574	7119	177.97501	40	8631	-1
6575	10551	199.07547	53	8632	-1
6576	2995	157.63158	19	8632	-1
6577	14244	189.92	75	8633	-1
6578	3713	154.70833	24	8633	-1
6579	2848	167.52942	17	8633	-1
6580	10101	194.25	52	8635	-1
6581	3262	171.6842	19	8635	-1
6582	7496	197.26315	38	8635	-1
6583	10099	168.31667	60	8635	-1
6584	4286	158.74074	27	8637	-1
6585	2325	155	15	8637	-1
6586	2613	153.70589	17	8639	-1
6587	6093	160.3421	38	8642	-1
6588	8530	167.2549	51	8642	-1
6589	31471	184.04094	171	8642	-1
6590	4388	190.78261	23	8642	-1
6591	11467	212.35185	54	8642	-1
6592	2022.0001	155.53847	13	8645	-1
6593	1631	163.10001	10	8646	-1
6594	57910	507.98245	114	8646	-1
6595	6835	201.02942	34	8646	-1
6596	37282	274.13235	136	8647	-1
6597	51615	491.57144	105	8648	-1
6598	7743.9995	172.08888	45	8651	-1
6599	4479	194.73914	23	8651	-1
6600	1733	173.3	10	8651	-1
6601	4706	162.27586	29	8653	-1
6602	8190	157.5	52	8653	-1
6603	7355	156.48936	47	8653	-1
6604	1757.0001	159.72728	11	8654	-1
6605	3360.9998	152.77272	22	8657	-1
6606	2537	158.5625	16	8659	-1
6607	85030	509.16168	167	8660	-1
6608	14454	200.75	72	8661	-1
6609	5163	161.34375	32	8662	-1
6610	2723	160.17647	17	8662	-1
6611	2009	167.41667	12	8663	-1
6612	6658	162.39024	41	8665	-1
6613	10869	162.22388	67	8667	-1
6614	7552.0005	164.17392	46	8667	-1
6615	8705	158.27272	55	8668	-1
6616	25999	161.48447	161	8669	-1
6617	22155	158.25	140	8670	-1
6618	3011	177.11765	17	8671	-1
6619	3498	318	11	8677	-1
6620	10319	166.43549	62	8680	-1
6621	3791	157.95833	24	8680	-1
6622	1998	153.69231	13	8680	-1
6623	53172	479.02704	111	8681	-1
6624	2111	191.90909	11	8684	-1
6625	1905	158.75	12	8685	-1
6626	1590	159	10	8685	-1
6627	11133	159.04286	70	8685	-1
6628	6645	170.38461	39	8686	-1
6629	3391	154.13637	22	8686	-1
6630	13699	161.1647	85	8686	-1
6631	6636.9995	154.34883	43	8689	-1
6632	5274	164.8125	32	8689	-1
6633	7741	221.17143	35	8690	-1
6634	19991	162.52846	123	8691	-1
6635	3320	174.73685	19	8691	-1
6636	2046	170.5	12	8692	-1
6637	2033	156.38461	13	8692	-1
6638	4072	156.61539	26	8692	-1
6639	2019	183.54546	11	8697	-1
6640	2183	155.92857	14	8704	-1
6641	1551	155.10001	10	8704	-1
6642	3730	155.41667	24	8707	-1
6643	20528	331.09677	62	8708	-1
6644	10676	159.34328	67	8712	-1
6645	16552	163.8812	101	8712	-1
6646	19665	157.32001	125	8715	-1
6647	2306	153.73334	15	8715	-1
6648	8525	250.73529	34	8716	-1
6649	15029	168.86517	89	8717	-1
6650	11925	290.85367	41	8718	-1
6651	17488	416.38095	42	8718	-1
6652	16142	179.35556	90	8721	-1
6653	17218	170.47525	101	8722	-1
6654	7599	180.92857	42	8723	-1
6655	1932	175.63637	11	8724	-1
6656	20576	263.79486	78	8725	-1
6657	16002	168.44211	95	8727	-1
6658	2504	156.5	16	8728	-1
6659	1824	165.81818	11	8731	-1
6660	18117	194.80646	93	8731	-1
6661	15270	190.875	80	8731	-1
6662	3486	183.47368	19	8731	-1
6663	5843	194.76666	30	8731	-1
6664	8571	209.04878	41	8731	-1
6665	8227	161.31372	51	8731	-1
6666	3405	179.21053	19	8731	-1
6667	10594	179.55933	59	8733	-1
6668	9431	192.46939	49	8734	-1
6669	1718.9999	156.27272	11	8736	-1
6670	9652	209.82608	46	8739	-1
6671	3488	174.39999	20	8739	-1
6672	22367	355.03174	63	8740	-1
6673	12577	241.86539	52	8744	-1
6674	2461	175.78572	14	8746	-1
6675	4969	236.61905	21	8747	-1
6676	2266	174.30769	13	8749	-1
6677	2316	165.42857	14	8751	-1
6678	1992	166	12	8752	-1
6679	77273	576.66418	134	8756	-1
6680	5061	241	21	8758	-1
6681	13664	168.69136	81	8758	-1
6682	2499	156.1875	16	8764	-1
6683	1781	178.10001	10	8766	-1
6684	8629	179.77083	48	8766	-1
6685	3914.0002	170.17392	23	8766	-1
6686	16743	170.84694	98	8766	-1
6687	2748	161.64706	17	8766	-1
6688	3498	166.57143	21	8767	-1
6689	6756.9995	164.80487	41	8768	-1
6690	2807	165.11765	17	8768	-1
6691	4192	155.25926	27	8770	-1
6692	4583	158.03448	29	8771	-1
6693	6425	173.64865	37	8773	-1
6694	4189	174.54167	24	8773	-1
6695	4869	173.89285	28	8778	-1
6696	4400	157.14285	28	8778	-1
6697	8584	161.96227	53	8778	-1
6698	33135	180.08153	184	8779	-1
6699	35005	318.22726	110	8781	-1
6700	26122	466.46429	56	8781	-1
6701	4317	159.88889	27	8782	-1
6702	2339	167.07143	14	8782	-1
6703	7917	226.2	35	8783	-1
6704	3014	167.44444	18	8783	-1
6705	3524	195.77777	18	8783	-1
6706	3043	179	17	8784	-1
6707	6560	160	41	8784	-1
6708	5773	156.02702	37	8785	-1
6709	1895	157.91667	12	8785	-1
6710	1691	169.10001	10	8785	-1
6711	25144	206.09836	122	8785	-1
6712	8457	176.1875	48	8785	-1
6713	5563	222.52	25	8785	-1
6714	10118	171.49153	59	8787	-1
6715	6240	189.09091	33	8788	-1
6716	10466	163.53125	64	8789	-1
6717	21997	166.64394	132	8789	-1
6718	4557	157.13792	29	8789	-1
6719	1631	163.10001	10	8789	-1
6720	10661	190.375	56	8789	-1
6721	16431	174.79787	94	8790	-1
6722	20460	220	93	8793	-1
6723	4445	153.27586	29	8793	-1
6724	1645	164.5	10	8794	-1
6725	4982	216.60869	23	8798	-1
6726	9033	158.47368	57	8798	-1
6727	11601	196.62712	59	8798	-1
6728	64536	508.15747	127	8800	-1
6729	8720	181.66667	48	8801	-1
6730	5328	156.70589	34	8803	-1
6731	7742	158	49	8803	-1
6732	1992	153.23077	13	8805	-1
6733	28937	160.76111	180	8805	-1
6734	7484	159.23404	47	8805	-1
6735	11766	273.6279	43	8806	-1
6736	22281	162.63504	137	8808	-1
6737	4888	174.57143	28	8809	-1
6738	10852	164.42424	66	8809	-1
6739	23685	296.0625	80	8812	-1
6740	17006	173.53061	98	8815	-1
6741	20114	166.2314	121	8816	-1
6742	97025	664.55481	146	8817	-1
6743	14730	158.3871	93	8818	-1
6744	34002	204.83133	166	8818	-1
6745	2003	154.07692	13	8821	-1
6746	4874	168.06897	29	8821	-1
6747	106226	659.78882	161	8822	-1
6748	11153	159.32857	70	8822	-1
6749	1788	162.54546	11	8822	-1
6750	12742	318.54999	40	8823	-1
6751	5347	157.26471	34	8824	-1
6752	4527	215.57143	21	8824	-1
6753	1788	162.54546	11	8824	-1
6754	6939	169.2439	41	8825	-1
6755	132998	722.81525	184	8827	-1
6756	2030	169.16667	12	8828	-1
6757	2335	166.78572	14	8829	-1
6758	8369	185.97778	45	8829	-1
6759	8874	158.46428	56	8829	-1
6760	25358	199.6693	127	8832	-1
6761	7400	172.09302	43	8832	-1
6762	32493	175.63783	185	8833	-1
6763	1731	157.36363	11	8833	-1
6764	2642	155.41176	17	8833	-1
6765	12704.001	174.0274	73	8834	-1
6766	9099	156.8793	58	8838	-1
6767	20788	166.304	125	8838	-1
6768	2510	156.875	16	8840	-1
6769	8066	244.42424	33	8844	-1
6770	4545	156.72414	29	8849	-1
6771	5784	156.32433	37	8852	-1
6772	13942	164.02353	85	8852	-1
6773	22385	172.19231	130	8853	-1
6774	6894.9995	160.34883	43	8855	-1
6775	6653	214.6129	31	8855	-1
6776	1672	167.2	10	8856	-1
6777	3866	154.64	25	8858	-1
6778	21867	202.47223	108	8863	-1
6779	78969	407.0567	194	8863	-1
6780	2226	171.23077	13	8863	-1
6781	1588	158.8	10	8866	-1
6782	1594	159.39999	10	8866	-1
6783	4247	157.2963	27	8866	-1
6784	5233	158.57576	33	8866	-1
6785	3426	244.71428	14	8867	-1
6786	10863	193.98215	56	8867	-1
6787	36998	377.53061	98	8867	-1
6788	7225	160.55556	45	8867	-1
6789	5970.0005	157.10527	38	8869	-1
6790	4694	180.53847	26	8869	-1
6791	7130	162.04546	44	8873	-1
6792	24160	164.35374	147	8878	-1
6793	2359	157.26666	15	8878	-1
6794	16226	172.61702	94	8878	-1
6795	2628	175.2	15	8878	-1
6796	1947	162.25	12	8878	-1
6797	1681	152.81818	11	8878	-1
6798	2511	156.9375	16	8879	-1
6799	5282	176.06667	30	8882	-1
6800	1872	156	12	8882	-1
6801	1572	157.2	10	8882	-1
6802	22159	189.39316	117	8882	-1
6803	2719	181.26666	15	8883	-1
6804	4510	161.07143	28	8885	-1
6805	3751	163.08696	23	8885	-1
6806	13301	172.74026	77	8887	-1
6807	25534	225.9646	113	8887	-1
6808	4700	188	25	8887	-1
6809	3896	205.05263	19	8887	-1
6810	9969	158.2381	63	8890	-1
6811	8889	155.94737	57	8891	-1
6812	7388	167.90909	44	8891	-1
6813	1886	171.45454	11	8892	-1
6814	19471	178.63303	109	8893	-1
6815	7302	169.81395	43	8893	-1
6816	10367	167.20967	62	8893	-1
6817	2862	159	18	8893	-1
6818	1617	161.7	10	8895	-1
6819	8666	176.85715	49	8897	-1
6820	18608	262.0845	71	8897	-1
6821	15167	174.33333	87	8897	-1
6822	24585.002	296.20483	83	8897	-1
6823	1568	156.8	10	8904	-1
6824	13984.999	162.61627	86	8904	-1
6825	7536.9995	269.17856	28	8906	-1
6826	2147	195.18182	11	8906	-1
6827	32335.998	283.64911	114	8911	-1
6828	1833	166.63637	11	8911	-1
6829	5369	198.85185	27	8916	-1
6830	19286	209.63043	92	8916	-1
6831	10886	286.47369	38	8923	-1
6832	8674	240.94444	36	8923	-1
6833	4622	220.09525	21	8923	-1
6834	44176	332.15039	133	8923	-1
6835	3297	193.94118	17	8923	-1
6836	9101	171.71698	53	8923	-1
6837	2317	178.23077	13	8923	-1
6838	12109	237.43137	51	8923	-1
6839	2388	183.69231	13	8924	-1
6840	18009	209.40698	86	8928	-1
6841	1949	177.18182	11	8928	-1
6842	3340	167	20	8928	-1
6843	11642	247.70213	47	8928	-1
6844	80382	698.97394	115	8928	-1
6845	2635	155	17	8930	-1
6846	21886	160.92647	136	8932	-1
6847	3954	158.16	25	8932	-1
6848	20159	166.6033	121	8933	-1
6849	2421	172.92857	14	8935	-1
6850	1548	154.8	10	8936	-1
6851	4107	164.28	25	8939	-1
6852	8899	161.8	55	8941	-1
6853	2672	167	16	8942	-1
6854	1668	166.8	10	8942	-1
6855	13128	172.73685	76	8944	-1
6856	2304	177.23077	13	8944	-1
6857	5404	193	28	8951	-1
6858	6723	292.30435	23	8957	-1
6859	4106	256.625	16	8957	-1
6860	2404	171.71428	14	8958	-1
6861	3062	153.10001	20	8960	-1
6862	4741	237.05	20	8962	-1
6863	6141	186.09091	33	8962	-1
6864	2190	156.42857	14	8963	-1
6865	22324	164.14706	136	8965	-1
6866	2556	213	12	8965	-1
6867	2555	170.33333	15	8965	-1
6868	2746	171.625	16	8967	-1
6869	4853	156.54839	31	8970	-1
6870	2584	184.57143	14	8970	-1
6871	4030	161.2	25	8970	-1
6872	1547	154.7	10	8970	-1
6873	30677.998	356.72092	86	8974	-1
6874	13054.001	159.19513	82	8976	-1
6875	3195	177.5	18	8976	-1
6876	6733	164.21951	41	8977	-1
6877	2209	157.78572	14	8977	-1
6878	4922	158.7742	31	8977	-1
6879	12939	157.79268	82	8979	-1
6880	4282	158.59259	27	8979	-1
6881	62388	557.03571	112	8988	-1
6882	15623	164.45264	95	8989	-1
6883	5344	178.13333	30	8993	-1
6884	77702	584.22559	133	8994	-1
6885	23888	174.36496	137	8995	-1
6886	5458	227.41667	24	8995	-1
6887	87121	478.6868	182	8996	-1
6888	90210	673.20898	134	8999	-1
6889	72944	618.16949	118	9001	-1
6890	2980	165.55556	18	9001	-1
6891	21801	396.38181	55	9001	-1
6892	3197	213.13333	15	9001	-1
6893	19170	171.16072	112	9002	-1
6894	18208	156.96552	116	9002	-1
6895	3176	158.8	20	9002	-1
6896	3567	162.13637	22	9002	-1
6897	14250	182.69231	78	9002	-1
6898	74032	718.75726	103	9003	-1
6899	9017	281.78125	32	9007	-1
6900	1617	161.7	10	9008	-1
6901	3267	163.35001	20	9010	-1
6902	29571	441.35822	67	9021	-1
6903	5230	174.33333	30	9021	-1
6904	2563	170.86667	15	9027	-1
6905	2028	156	13	9028	-1
6906	23870	172.97101	138	9028	-1
6907	2371	158.06667	15	9028	-1
6908	5278	203	26	9030	-1
6909	3671	166.86363	22	9031	-1
6910	3391	169.55	20	9031	-1
6911	6428	200.875	32	9031	-1
6912	13728	171.60001	80	9031	-1
6913	13719	185.39189	74	9031	-1
6914	6959	165.69048	42	9031	-1
6915	8621	169.03922	51	9033	-1
6916	3286	172.94737	19	9033	-1
6917	100507	526.21466	191	9035	-1
6918	2831	176.9375	16	9035	-1
6919	12094	208.51724	58	9037	-1
6920	12095	191.98413	63	9037	-1
6921	6200	167.56757	37	9038	-1
6922	2502	156.375	16	9038	-1
6923	3787	157.79167	24	9046	-1
6924	5176	191.7037	27	9052	-1
6925	2489	226.27272	11	9052	-1
6926	9715	173.48215	56	9053	-1
6927	2735	182.33333	15	9053	-1
6928	45325	539.58331	84	9055	-1
6929	1996.0001	153.53847	13	9057	-1
6930	29019	170.7	170	9057	-1
6931	1676	152.36363	11	9060	-1
6932	3106	221.85715	14	9061	-1
6933	4626	210.27272	22	9061	-1
6934	1773	177.3	10	9061	-1
6935	32404	241.82089	134	9061	-1
6936	27712	172.12422	161	9062	-1
6937	69197	512.57037	135	9069	-1
6938	5391	185.89655	29	9073	-1
6939	4693	173.81482	27	9073	-1
6940	7045	171.82927	41	9073	-1
6941	4161	166.44	25	9073	-1
6942	6924	161.02325	43	9073	-1
6943	2490	155.625	16	9073	-1
6944	11267	163.28986	69	9073	-1
6945	5077	153.84848	33	9073	-1
6946	1956	177.81818	11	9073	-1
6947	6219	159.46153	39	9076	-1
6948	1905	158.75	12	9076	-1
6949	3998	153.76923	26	9078	-1
6950	3104	182.58824	17	9081	-1
6951	20822	162.67188	128	9082	-1
6952	13367.999	163.02438	82	9083	-1
6953	2996	157.6842	19	9083	-1
6954	3396	154.36363	22	9084	-1
6955	4978	155.5625	32	9086	-1
