Object ID	Total Intensity telo 550	Mean Intensity telo 550	Area 	Center X 	Center Y 	Parent Object ID (MO)	Parent Trace ID
5915	1398	107.53846	13	859	1501	5443	-1
5916	4623	92.459999	50	1863	1478	5444	-1
5917	4003	80.059998	50	1887	1507.5	5444	-1
5918	26338.002	271.52579	97	1133.5	1506	5446	-1
5919	1362	85.125	16	1156	1503.5	5446	-1
5920	8111	219.21622	37	730	1485.5	5447	-1
5921	1150	104.54546	11	1478	1507	5448	-1
5922	11394	151.92	75	1479.5	1518.5	5448	-1
5923	2092	139.46666	15	1494	1519.5	5448	-1
5924	3091	140.5	22	1018.5	1531	5449	-1
5925	7566.0005	99.552635	76	1031.5	1552	5449	-1
5926	15605.001	188.01205	83	933.5	1555	5450	-1
5927	7578	244.45161	31	951	1555.5	5450	-1
5928	8163	214.8158	38	1318	1551.5	5451	-1
5929	1599	123	13	1264	1545.5	5455	-1
5930	1517	101.13333	15	1238.5	1557	5455	-1
5931	4718	157.26666	30	1241.5	1573.5	5455	-1
5932	10849	120.54444	90	315	1564.5	5458	-1
5933	2596	99.846153	26	1637.5	1589.5	5460	-1
5934	1094	60.777779	18	2022.5	1588	5461	-1
5935	7822.9995	128.2459	61	2013	1601.5	5461	-1
5936	6830.0005	131.34616	52	1991.5	1607	5461	-1
5937	2836	105.03704	27	400	1603	5462	-1
5938	3023	104.24138	29	833	1618	5463	-1
5939	4729	131.36111	36	824.5	1622.5	5463	-1
5940	5899	113.44231	52	3	1612.5	5465	-1
5941	2394	114	21	2	1633.5	5465	-1
5942	1544	118.76923	13	711	1591	5466	-1
5943	14888	252.33899	59	721	1600.5	5466	-1
5944	2283	120.1579	19	953.5	1613.5	5467	-1
5945	6910	132.88461	52	216	1624	5468	-1
5946	9959	142.27142	70	1281.5	1620	5469	-1
5947	4239	83.117645	51	1926	1607	5470	-1
5948	17631	215.01219	82	1512	1605	5471	-1
5949	1983	82.625	24	1747	1617	5472	-1
5950	1476	113.53846	13	1735.5	1642	5472	-1
5951	4233	169.32001	25	1743.5	1652	5472	-1
5952	1437	102.64286	14	1740.5	1658	5472	-1
5953	2058	108.31579	19	556.5	1620.5	5473	-1
5954	8948	235.47368	38	1283	1649	5475	-1
5955	11973	362.81818	33	1019.5	1637.5	5476	-1
5956	802	57.285713	14	917	1684.5	5481	-1
5957	6015	83.541664	72	481.5	1703	5482	-1
5958	12542	151.10843	83	494.5	1708	5482	-1
5959	3528.0002	130.66667	27	1076.5	1712.5	5483	-1
5960	10521	175.35001	60	1100.5	1717.5	5483	-1
5961	11042	200.76364	55	1683	1722.5	5484	-1
5962	684	68.400002	10	1690.5	1722.5	5484	-1
5963	38163	428.79776	89	1506.5	1720.5	5485	-1
5964	2082	83.279999	25	804	1728.5	5487	-1
5965	2182	90.916664	24	795.5	1735	5487	-1
5966	1023	93	11	283	1735	5488	-1
5967	7532.9995	167.39999	45	1866	1786	5495	-1
5968	1416	101.14286	14	874.5	1790	5497	-1
5969	1598	106.53333	15	1349.5	1774.5	5498	-1
5970	724	72.400002	10	1376	1783	5498	-1
5971	2856	119	24	1121.5	1800	5499	-1
5972	1669	111.26667	15	1712.5	1794.5	5500	-1
5973	2407	120.35	20	468.5	1798.5	5503	-1
5974	5076	163.74193	31	457	1818.5	5503	-1
5975	9687	284.91177	34	749.5	1822.5	5506	-1
5976	2462	136.77777	18	719.5	1833.5	5506	-1
5977	7330.9995	128.61403	57	736.5	1836.5	5506	-1
5978	19643	223.21591	88	1484.5	1835	5510	-1
5979	2570	197.69231	13	1051	1840.5	5511	-1
5980	9594	274.11429	35	1056.5	1850.5	5511	-1
5981	7220	185.1282	39	1052.5	1876.5	5511	-1
5982	1377	105.92308	13	794	1861.5	5515	-1
5983	2501	147.11765	17	794.5	1911.5	5515	-1
5984	6334	171.18919	37	1259.5	1874.5	5517	-1
5985	5735	229.39999	25	1272	1912.5	5517	-1
5986	2999	90.878784	33	664	1884.5	5519	-1
5987	1718	101.05882	17	418.5	1885.5	5520	-1
5988	807	80.699997	10	425	1909.5	5520	-1
5989	6354	144.40909	44	905	1916	5521	-1
5990	9051	196.76086	46	898.5	1926	5521	-1
5991	1935	113.82353	17	220.5	1944.5	5522	-1
5992	9008	257.37143	35	1101	1932.5	5528	-1
5993	9690.999	136.49295	71	1203	1932	5530	-1
5994	3773	171.5	22	1184.5	1941.5	5530	-1
5995	3386	99.588234	34	1196.5	1942.5	5530	-1
5996	7856	98.199997	80	667.5	1924	5531	-1
5997	11335	192.11864	59	1411.5	1940	5532	-1
5998	7628.0005	149.56863	51	1639.5	1942	5534	-1
5999	1378	72.526314	19	1611	1952.5	5534	-1
6000	5659	110.96078	51	1908.5	1958	5535	-1
6001	4806	76.285713	63	1931.5	1964	5535	-1
6002	15582	183.31764	85	713	1975.5	5536	-1
6003	1287	99	13	1307.5	1966	5539	-1
6004	6698	209.3125	32	1064	2005.5	5541	-1
6005	2294	104.27273	22	1150	2011.5	5542	-1
6006	1511	125.91666	12	1316.5	2019.5	5546	-1
6007	9850	281.42856	35	1267.5	2035.5	5546	-1
6008	1305	100.38461	13	445	2033	5547	-1
6009	913	83	11	800	2017	5548	-1
6010	2754	70.615387	39	2034	2010	5549	-1
6011	3923	108.97222	36	2018	2045	5549	-1
6012	11458	159.13889	72	712	2041	5550	-1
6013	6360	227.14285	28	1421	2026.5	5551	-1
6014	1775	80.681816	22	901.5	2025	5552	-1
6015	7738	151.72549	51	514	2037	5553	-1
6016	6396	182.74286	35	388	2035.5	5556	-1
6017	2851	142.55	20	1102.5	2033.5	5557	-1
6018	1606	73	22	1079	2043.5	5557	-1
6019	2158	102.7619	21	644.5	2041.5	5558	-1
6020	4413	122.58334	36	1666	2046	5561	-1
6021	4282	203.90475	21	419	11	5566	-1
6022	1421	94.73333	15	404.5	45.5	5566	-1
6023	6060	131.73914	46	805.5	25.5	5569	-1
6024	3830	109.42857	35	1108	2.5	5570	-1
6025	3072	133.56522	23	1080	6	5570	-1
6026	1527	101.8	15	1175	2.5	5571	-1
6027	696	69.599998	10	1154	31	5571	-1
6028	973	74.846153	13	1172	33.5	5571	-1
6029	4726	135.02856	35	1546.5	15	5573	-1
6030	1758	97.666664	18	1516	16.5	5573	-1
6031	1979	94.238098	21	1715	31.5	5574	-1
6032	2694	103.61539	26	1806	26	5575	-1
6033	2054	97.809525	21	2024.5	12	5576	-1
6034	9993	108.61957	92	2017	25	5576	-1
6035	17077	213.46249	80	560.5	26.5	5577	-1
6036	4940	126.66666	39	932	54.5	5580	-1
6037	2814	100.5	28	955.5	55.5	5580	-1
6038	20586	226.21979	91	232	44	5581	-1
6039	19383	197.78572	98	1374	64.5	5582	-1
6040	4889	152.78125	32	1944.5	50	5584	-1
6041	8374	214.71794	39	1943.5	58.5	5584	-1
6042	14583.001	162.03334	90	768.5	73.5	5586	-1
6043	6647	158.2619	42	754.5	84.5	5586	-1
6044	988	76	13	680	67	5588	-1
6045	1835	183.5	10	711.5	99	5588	-1
6046	2370	107.72727	22	1198.5	96	5589	-1
6047	4099	105.10256	39	1829.5	85	5592	-1
6048	11004	164.2388	67	1844.5	100	5592	-1
6049	21704	255.34117	85	1860	106.5	5592	-1
6050	2542	90.785713	28	1833.5	112.5	5592	-1
6051	846	84.599998	10	511.5	81.5	5593	-1
6052	5089	118.34884	43	527	91.5	5593	-1
6053	7231	164.34091	44	500.5	93.5	5593	-1
6054	979	81.583336	12	523	96	5593	-1
6055	3084	118.61539	26	987.5	127	5595	-1
6056	4999	135.10811	37	977	136.5	5595	-1
6057	1383	86.4375	16	984	135	5595	-1
6058	1886	85.727272	22	991	135	5595	-1
6059	2873	119.70834	24	960.5	141	5595	-1
6060	2074	109.1579	19	1975.5	113	5596	-1
6061	6101.0005	141.88373	43	1953	128.5	5596	-1
6062	3243	104.6129	31	464	139	5597	-1
6063	1501	79	19	887.5	151	5600	-1
6064	696	69.599998	10	858.5	159	5600	-1
6065	1273	90.928574	14	886	160	5600	-1
6066	3708	123.6	30	1708.5	147	5601	-1
6067	11683	198.01695	59	1705	166.5	5601	-1
6068	4011	80.220001	50	172	149.5	5602	-1
6069	9879	151.98462	65	671	150	5604	-1
6070	11971	120.91919	99	682.5	168	5604	-1
6071	2080	130	16	650	171.5	5604	-1
6072	4257	88.6875	48	661.5	176.5	5604	-1
6073	849	65.307693	13	1878	183	5606	-1
6074	2509	83.633331	30	1776	150	5607	-1
6075	13811	206.13432	67	1785.5	194.5	5607	-1
6076	1023	63.9375	16	1771	193	5607	-1
6077	721	65.545456	11	1604.5	170.5	5611	-1
6078	8475	184.23914	46	1613	189.5	5611	-1
6079	768	69.818184	11	1630	210	5611	-1
6080	6166	114.18519	54	1625	219.5	5611	-1
6081	6285	118.58491	53	1234.5	209	5612	-1
6082	8077.0005	149.57408	54	546	221	5613	-1
6083	14120	294.16666	48	804.5	224	5614	-1
6084	19742	214.58696	92	1090	231.5	5615	-1
6085	7074	186.1579	38	1121	240	5615	-1
6086	6899	93.229729	74	1102.5	245.5	5615	-1
6087	1764	103.76471	17	1927	227.5	5617	-1
6088	1964	151.07692	13	1904	237.5	5617	-1
6089	4395	95.54348	46	1933.5	244.5	5617	-1
6090	3480	158.18182	22	334	273.5	5618	-1
6091	1144	71.5	16	1868	227	5619	-1
6092	1636	90.888885	18	1855.5	252.5	5619	-1
6093	2582	99.307693	26	989.5	253.5	5620	-1
6094	696	69.599998	10	963.5	255	5620	-1
6095	33224	420.55698	79	2044	257	5622	-1
6096	4565	126.80556	36	1747	286	5623	-1
6097	20055	202.57576	99	1391.5	278.5	5624	-1
6098	4217	168.67999	25	726.5	258.5	5626	-1
6099	1466	77.157898	19	691	264	5626	-1
6100	9650	122.1519	79	707	271.5	5626	-1
6101	3370	112.33334	30	559	281.5	5627	-1
6102	3953.9998	70.60714	56	198.5	295	5628	-1
6103	5040	90	56	89.5	306	5629	-1
6104	27608	313.72726	88	1922.5	306	5630	-1
6105	3037	138.04546	22	1630.5	293	5632	-1
6106	13901	140.41414	99	1627	307.5	5632	-1
6107	3927	115.5	34	1631.5	321	5632	-1
6108	10943.999	158.60869	69	2036	297	5633	-1
6109	6465	109.57627	59	2027.5	305	5633	-1
6110	9173	150.37704	61	2017	318.5	5633	-1
6111	3653	125.96552	29	2039.5	320	5633	-1
6112	808	80.800003	10	1205.5	322.5	5634	-1
6113	1177	90.53846	13	908	335.5	5635	-1
6114	17905	205.8046	87	880.5	351.5	5635	-1
6115	749	62.416668	12	1864.5	318	5636	-1
6116	661	66.099998	10	1875	333	5636	-1
6117	4566	157.44827	29	1314.5	323.5	5639	-1
6118	3423	114.1	30	1048	356.5	5640	-1
6119	1714	77.909088	22	1038	364	5640	-1
6120	6239	159.97437	39	1461.5	343	5641	-1
6121	11145	125.22472	89	672	366.5	5642	-1
6122	11905	120.25253	99	559.5	375	5644	-1
6123	1057	66.0625	16	2003	387.5	5645	-1
6124	1701	94.5	18	2037	433.5	5645	-1
6125	2928	112.61539	26	1819.5	375.5	5646	-1
6126	32817	377.20691	87	1827	399.5	5646	-1
6127	5726	159.05556	36	1663	385.5	5649	-1
6128	2161	98.227272	22	253	419	5650	-1
6129	7196	93.454544	77	129	407	5655	-1
6130	3850	85.555557	45	496.5	391.5	5656	-1
6131	12936	205.33333	63	513	395.5	5656	-1
6132	6943	144.64583	48	1963.5	402.5	5657	-1
6133	2597	96.185188	27	1302.5	406	5658	-1
6134	910	82.727272	11	1310.5	434.5	5658	-1
6135	1180	73.75	16	1605.5	418.5	5659	-1
6136	1007.9999	91.63636	11	1581	425	5659	-1
6137	3535	153.69565	23	1773.5	417	5660	-1
6138	6424	118.96296	54	773	417.5	5661	-1
6139	4419	105.21429	42	1725	418.5	5662	-1
6140	3358	98.764709	34	391.5	455	5663	-1
6141	3347	92.972221	36	1059.5	472	5664	-1
6142	6984	179.07692	39	1392	467.5	5665	-1
6143	3441	101.20588	34	1380.5	468.5	5665	-1
6144	43067	443.98969	97	689.5	481.5	5666	-1
6145	3097	134.65218	23	1126.5	459	5667	-1
6146	2731	124.13636	22	1487.5	455	5668	-1
6147	6307	165.97368	38	1505.5	468	5668	-1
6148	4087	116.77143	35	177.5	463	5669	-1
6149	1937	121.0625	16	1482.5	467	5670	-1
6150	3338	123.62963	27	457	461	5671	-1
6151	1138	87.53846	13	1556	490	5673	-1
6152	1642	91.222221	18	1526.5	492.5	5673	-1
6153	7239	147.7347	49	1914	473	5674	-1
6154	4423	170.11539	26	983.5	478.5	5675	-1
6155	14559	214.10294	68	999	496	5675	-1
6156	1205	80.333336	15	984	506.5	5675	-1
6157	5404	163.75757	33	1633.5	494.5	5677	-1
6158	794	79.400002	10	1244	526	5678	-1
6159	5403	138.53847	39	1186.5	537	5680	-1
6160	8561	428.04999	20	1183.5	561	5680	-1
6161	19713	294.22388	67	1746.5	525.5	5681	-1
6162	14863	247.71666	60	1732.5	526.5	5681	-1
6163	2753	161.94118	17	1711	532	5681	-1
6164	1228	94.46154	13	889	529.5	5682	-1
6165	10604	392.74075	27	883.5	549.5	5682	-1
6166	2012	118.35294	17	367.5	550	5684	-1
6167	13962	240.72414	58	1406	553	5685	-1
6168	10002	142.88571	70	296	531	5686	-1
6169	17386	186.94624	93	291.5	567	5686	-1
6170	3549	104.38235	34	729.5	560.5	5687	-1
6171	10955	156.5	70	751.5	572	5687	-1
6172	6209	167.81081	37	745.5	587.5	5687	-1
6173	22885	279.08536	82	1607	563	5688	-1
6174	16100.999	193.98795	83	1579.5	570	5688	-1
6175	2687	81.42424	33	259.5	563	5693	-1
6176	25248	307.90244	82	1515.5	563	5694	-1
6177	4968	225.81818	22	1507.5	571	5694	-1
6178	5831	161.97223	36	1513	576	5694	-1
6179	4310	195.90909	22	1269	570	5696	-1
6180	8591	209.53659	41	1278.5	581.5	5696	-1
6181	1845	102.5	18	1364	613.5	5699	-1
6182	25635	596.16278	43	1346.5	615.5	5699	-1
6183	706	70.599998	10	2033	608.5	5700	-1
6184	1310	77.058823	17	1861.5	629.5	5701	-1
6185	3314	80.829269	41	460.5	637	5702	-1
6186	26280	279.57446	94	957	644	5703	-1
6187	745	67.727272	11	626	616	5705	-1
6188	19954	259.14285	77	1668	621	5706	-1
6189	2915	112.11539	26	1688	659	5706	-1
6190	4706	174.2963	27	1275	622.5	5707	-1
6191	6894	137.88	50	1058	627.5	5708	-1
6192	2522	76.42424	33	27.5	658	5709	-1
6193	4342	96.488892	45	350.5	660	5710	-1
6194	1790	105.29412	17	1564.5	635.5	5711	-1
6195	20017	317.73016	63	1445	676	5712	-1
6196	3304	78.666664	42	296	650	5713	-1
6197	1175	97.916664	12	288.5	663.5	5713	-1
6198	6259	100.95161	62	268	680.5	5713	-1
6199	648	64.800003	10	1906	668	5715	-1
6200	2071	79.653847	26	1907.5	675.5	5715	-1
6201	979	75.307693	13	1895.5	678	5715	-1
6202	6684	102.83077	65	1868	691	5715	-1
6203	1382	106.30769	13	1134	674	5717	-1
6204	3077	109.89286	28	507	656	5718	-1
6205	1163	77.533333	15	510.5	687	5718	-1
6206	1659	79	21	511	699	5718	-1
6207	18828	257.91782	73	1934	707.5	5719	-1
6208	12847	203.92064	63	1746	697.5	5721	-1
6209	4035	126.09375	32	1757.5	699	5721	-1
6210	3012	136.90909	22	1770	700.5	5721	-1
6211	6882	163.85715	42	1783	707.5	5721	-1
6212	634	63.400002	10	568	690	5723	-1
6213	7151	92.870132	77	593	700	5723	-1
6214	1472	92	16	121	693.5	5724	-1
6215	1268	97.53846	13	1063	708.5	5725	-1
6216	809	73.545456	11	832.5	700.5	5726	-1
6217	1180	107.27273	11	889	719	5726	-1
6218	3030.9998	137.77272	22	1511	702.5	5727	-1
6219	5077	149.32353	34	1499.5	706.5	5727	-1
6220	13288	166.10001	80	1244.5	695.5	5728	-1
6221	1497	93.5625	16	1261	710.5	5728	-1
6222	1226	87.571426	14	1178.5	710	5729	-1
6223	17976	181.57576	99	1173	731	5729	-1
6224	28920.998	366.08859	79	1182	745	5729	-1
6225	24003	470.64706	51	1172.5	749	5729	-1
6226	1036	74	14	761.5	734	5731	-1
6227	1199	99.916664	12	783.5	735	5731	-1
6228	3483	94.135132	37	770.5	745	5731	-1
6229	1640	86.315788	19	765.5	759	5731	-1
6230	8655	247.28572	35	1629.5	769	5735	-1
6231	4498	132.29411	34	1668.5	773	5738	-1
6232	2299	121	19	1347.5	796	5739	-1
6233	3085	162.36842	19	1069	819	5741	-1
6234	6519	112.39655	58	361	790.5	5743	-1
6235	7961	94.773811	84	339	801.5	5743	-1
6236	2743	70.333336	39	331.5	825	5743	-1
6237	4397	104.69048	42	1793.5	813	5747	-1
6238	7169	90.746834	79	505.5	819.5	5748	-1
6239	1256	73.882355	17	518.5	821	5748	-1
6240	4887	108.6	45	841.5	819	5749	-1
6241	10579	211.58	50	1875.5	831.5	5750	-1
6242	3756	121.16129	31	1890.5	836	5750	-1
6243	10464	222.63829	47	1599.5	835	5752	-1
6244	3307	75.159088	44	238.5	846	5754	-1
6245	6690.0005	159.28572	42	245	863.5	5754	-1
6246	2036	92.545456	22	1969	866.5	5756	-1
6247	3150	80.769234	39	36.5	885	5757	-1
6248	2574	95.333336	27	588	903	5758	-1
6249	1181	69.470589	17	600.5	907.5	5758	-1
6250	1563	97.6875	16	692	909	5759	-1
6251	7455.0005	149.10001	50	1677	879	5760	-1
6252	13733	211.27692	65	1686.5	885.5	5760	-1
6253	10306	234.22728	44	1582	875	5761	-1
6254	967	96.699997	10	1571	890	5761	-1
6255	9675	193.5	50	897	921.5	5764	-1
6256	2534	97.46154	26	773.5	905.5	5766	-1
6257	12784	188	68	800.5	916	5766	-1
6258	3183	212.2	15	809.5	925	5766	-1
6259	4391	74.423729	59	86.5	915	5768	-1
6260	850	85	10	1309.5	950.5	5771	-1
6261	6583	99.742424	66	1630.5	945	5772	-1
6262	1784	93.894737	19	165	969	5774	-1
6263	4840	93.07692	52	530	971.5	5776	-1
6264	798	72.545456	11	517	972	5776	-1
6265	4327	135.21875	32	1128.5	952.5	5777	-1
6266	791	71.909088	11	1957	943	5778	-1
6267	779	70.818184	11	1939	947	5778	-1
6268	10561	270.79486	39	1493	942	5779	-1
6269	2965	80.135132	37	1509.5	982	5779	-1
6270	6830.0005	166.58537	41	1624.5	960.5	5780	-1
6271	3028	108.14286	28	637	1000	5785	-1
6272	2368	74	32	611.5	1005.5	5785	-1
6273	3260	74.090912	44	632.5	1011	5785	-1
6274	977	97.699997	10	1432	1000	5786	-1
6275	3609	144.36	25	2.5	1052.5	5788	-1
6276	1713	85.650002	20	770.5	1013	5789	-1
6277	971	88.272728	11	941	1014	5790	-1
6278	11964	196.13115	61	1275	1025	5791	-1
6279	9273	171.72223	54	563.5	1058.5	5795	-1
6280	5267	122.48837	43	296	1028.5	5796	-1
6281	678	61.636364	11	306.5	1071.5	5796	-1
6282	927	71.307693	13	378	1035.5	5797	-1
6283	2205	129.70589	17	1382.5	1062	5798	-1
6284	21985	343.51563	64	1134	1065.5	5800	-1
6285	3692	102.55556	36	1968.5	1064	5801	-1
6286	6038	140.41861	43	234.5	1088	5802	-1
6287	11148	271.90244	41	1721	1078.5	5803	-1
6288	6572	168.51282	39	1729.5	1092	5803	-1
6289	2090	69.666664	30	502	1088	5804	-1
6290	13535	147.11957	92	678	1077.5	5806	-1
6291	5095	96.132072	53	678	1105.5	5806	-1
6292	4748	182.61539	26	694	1112	5806	-1
6293	7459	219.38235	34	1591.5	1137.5	5809	-1
6294	12027	245.44897	49	1581.5	1149	5809	-1
6295	12813	220.91379	58	1619.5	1156	5809	-1
6296	2255	140.9375	16	1591.5	1160.5	5809	-1
6297	16392	334.53061	49	1585.5	1176.5	5809	-1
6298	21514.998	294.72601	73	1599.5	1176.5	5809	-1
6299	31804	341.97849	93	1192.5	1120.5	5810	-1
6300	7922	208.47368	38	1455	1107.5	5811	-1
6301	40330	429.04254	94	1459	1118.5	5811	-1
6302	1027	73.35714	14	1298.5	1119	5812	-1
6303	1517	79.842102	19	1839	1130.5	5813	-1
6304	7221.0005	133.72223	54	1862	1138	5813	-1
6305	2527	120.33334	21	1839.5	1148.5	5813	-1
6306	618	61.799999	10	1669	1117	5814	-1
6307	1543	128.58333	12	967	1133.5	5815	-1
6308	8368	98.44706	85	398	1132.5	5816	-1
6309	1922.0001	137.28572	14	598	1127	5817	-1
6310	1759	97.722221	18	1086	1150	5820	-1
6311	1293	117.54546	11	1065	1162	5820	-1
6312	8889	123.45834	72	2026	1149.5	5822	-1
6313	2120	70.666664	30	2011.5	1155.5	5822	-1
6314	2288	73.80645	31	2004.5	1160	5822	-1
6315	5424	90.400002	60	162.5	1203	5825	-1
6316	16096	182.90909	88	744	1205	5828	-1
6317	1851	123.4	15	1725	1200.5	5829	-1
6318	1232	77	16	1734.5	1203.5	5829	-1
6319	1290	75.882355	17	1740.5	1210.5	5829	-1
6320	2954	118.16	25	1731.5	1221	5829	-1
6321	20582	289.88733	71	1512	1222	5831	-1
6322	2001	90.954544	22	339	1211.5	5832	-1
6323	1142	81.571426	14	1780.5	1199	5833	-1
6324	13336	266.72	50	1790	1206	5833	-1
6325	40144	418.16666	96	1806.5	1222.5	5833	-1
6326	3168	117.33334	27	1197	1232	5834	-1
6327	2842	129.18182	22	1930.5	1231.5	5835	-1
6328	1290.9999	67.947365	19	90.5	1275	5837	-1
6329	1045	95	11	683	1254	5838	-1
6330	4936	214.60869	23	1209.5	1285	5842	-1
6331	5048	296.94116	17	1208.5	1294	5842	-1
6332	3690	80.217392	46	6.5	1307.5	5843	-1
6333	20982	243.97675	86	1631	1286.5	5845	-1
6334	1202	85.85714	14	1620	1302	5845	-1
6335	4638	154.60001	30	1739	1296	5846	-1
6336	4289	129.9697	33	1757.5	1298	5846	-1
6337	7536	150.72	50	1736	1317.5	5846	-1
6338	1569	87.166664	18	1757	1316	5846	-1
6339	9778	227.39536	43	1742.5	1327.5	5846	-1
6340	3415	121.96429	28	443	1291	5847	-1
6341	14686	179.09756	82	460.5	1319	5847	-1
6342	3606	103.02857	35	1870.5	1308.5	5848	-1
6343	8883	206.58139	43	2018.5	1309.5	5849	-1
6344	1288	99.07692	13	2046.5	1316	5849	-1
6345	5918.9995	134.52272	44	2043.5	1323	5849	-1
6346	6374	193.15152	33	2018.5	1331.5	5849	-1
6347	12658	258.32654	49	1091	1342	5851	-1
6348	1108	85.230766	13	628.5	1323	5852	-1
6349	1296	86.400002	15	348.5	1323	5853	-1
6350	956	73.53846	13	371	1359	5853	-1
6351	5124	89.894737	57	2009	1351	5854	-1
6352	10973	223.93878	49	2000	1352	5854	-1
6353	2451	66.24324	37	2013	1362	5854	-1
6354	11842	215.3091	55	1986	1367.5	5854	-1
6355	9937	231.09302	43	1238	1342	5855	-1
6356	16230	231.85715	70	1251.5	1347	5855	-1
6357	3070	73.095238	42	1242.5	1365	5855	-1
6358	8874	132.44775	67	194.5	1385.5	5857	-1
6359	5478	176.70967	31	221.5	1396	5857	-1
6360	3337	83.425003	40	192.5	1401.5	5857	-1
6361	2820	112.8	25	1557.5	1366	5858	-1
6362	12287	135.02197	91	1556.5	1381.5	5858	-1
6363	3698	119.29032	31	1755	1392.5	5861	-1
6364	1896	86.181816	22	1768	1406.5	5861	-1
6365	7715	84.78022	91	475.5	1391.5	5862	-1
6366	18237	260.52856	70	1280	1373	5863	-1
6367	2570	135.26315	19	678.5	1377.5	5864	-1
6368	6053	144.11905	42	1313.5	1409.5	5866	-1
6369	4414	133.75757	33	1327.5	1410.5	5866	-1
6370	6706	126.52831	53	1876.5	1402.5	5868	-1
6371	1168	106.18182	11	1682	1401.5	5869	-1
6372	1115	92.916664	12	1689.5	1429	5869	-1
6373	3510	106.36364	33	1669.5	1442.5	5869	-1
6374	1701	68.040001	25	2027.5	1429.5	5870	-1
6375	778	64.833336	12	522	1429	5871	-1
6376	3939.9998	140.71428	28	302.5	1440.5	5872	-1
6377	17317	353.40817	49	1317	1444	5873	-1
6378	9047	145.91936	62	1484	1459.5	5874	-1
6379	2751	119.6087	23	1482	1474.5	5874	-1
6380	1357	113.08334	12	1476.5	1482.5	5874	-1
6381	11805	181.61539	65	1820.5	1450	5875	-1
6382	9882	123.525	80	1995	1497	5876	-1
6383	1061	81.615387	13	415	1534.5	5877	-1
6384	28446	412.26086	69	295	1507.5	5878	-1
6385	6351	198.46875	32	1384.5	1514	5879	-1
6386	1339	83.6875	16	1636	1531	5880	-1
6387	1899	82.565216	23	1649	1532.5	5880	-1
6388	4050.9998	96.452377	42	1796	1535.5	5883	-1
6389	11191	219.43137	51	1256	1547.5	5884	-1
6390	5344	281.26315	19	1237	1559.5	5884	-1
6391	12340	251.83673	49	1263	1563	5884	-1
6392	1269	115.36364	11	1256	1562	5884	-1
6393	21581	317.36765	68	1249	1567	5884	-1
6394	1002	83.5	12	1931	1566	5885	-1
6395	2435	110.68182	22	1137.5	1565.5	5886	-1
6396	1336	102.76923	13	1136.5	1587	5886	-1
6397	1078	82.92308	13	1495	1574.5	5887	-1
6398	4964	112.81818	44	1502	1585.5	5887	-1
6399	8258	133.19354	62	1469	1594.5	5887	-1
6400	10046	186.03703	54	1485	1600	5887	-1
6401	2257	102.59091	22	1697.5	1578.5	5889	-1
6402	3015	103.96552	29	1712	1580.5	5889	-1
6403	7987	215.86487	37	1709.5	1593.5	5889	-1
6404	2200	95.652176	23	1716	1601.5	5889	-1
6405	5021	173.13792	29	1723	1609	5889	-1
6406	11841	164.45833	72	1717	1622	5889	-1
6407	2765	120.21739	23	1725.5	1620.5	5889	-1
6408	1560	86.666664	18	1730.5	1626	5889	-1
6409	2995	90.757576	33	1853.5	1632.5	5891	-1
6410	793	61	13	1977	1620.5	5892	-1
6411	4180	110	38	384.5	1656.5	5894	-1
6412	4141	217.94737	19	370.5	1656.5	5894	-1
6413	10753	108.61617	99	1896.5	1684	5896	-1
6414	4905	140.14285	35	1430	1693	5898	-1
6415	869	86.900002	10	1436.5	1691	5898	-1
6416	9251	192.72917	48	1454	1694	5898	-1
6417	2008	111.55556	18	1447.5	1705.5	5898	-1
6418	34370	369.56989	93	441	1722.5	5900	-1
6419	10656	217.46939	49	1158.5	1711.5	5905	-1
6420	2487	191.30769	13	628	1740.5	5907	-1
6421	4097	204.85001	20	656.5	1741	5907	-1
6422	2335	89.807693	26	297.5	1785	5908	-1
6423	4603	153.43333	30	1111	1791.5	5909	-1
6424	6160	97.777779	63	1743.5	1795.5	5911	-1
6425	3503	134.73077	26	1485	1791.5	5913	-1
6426	1379	114.91666	12	1464	1810.5	5913	-1
6427	7439	212.54286	35	1479	1814.5	5913	-1
6428	5799	98.288139	59	1906.5	1797.5	5914	-1
6429	22429.002	283.91141	79	1590.5	1797	5915	-1
6430	21047	259.83951	81	1623.5	1801.5	5915	-1
6431	1079	107.9	10	95	1800	5916	-1
6432	2090	77.40741	27	92	1814	5916	-1
6433	24652.998	267.96738	92	504.5	1834.5	5918	-1
6434	8280	197.14285	42	1079.5	1858	5919	-1
6435	19055	209.3956	91	9	1849.5	5920	-1
6436	2480	85.517242	29	1548	1860	5921	-1
6437	907.99994	64.85714	14	1553.5	1874	5921	-1
6438	6751	160.7381	42	1817	1869.5	5922	-1
6439	10431	231.8	45	588	1871.5	5923	-1
6440	7946.0005	144.47273	55	559.5	1883	5923	-1
6441	1276	91.14286	14	571.5	1891.5	5923	-1
6442	14017.001	154.03297	91	1938.5	1910.5	5924	-1
6443	18463	217.21176	85	1468.5	1893.5	5925	-1
6444	4713	181.26923	26	1459	1910	5925	-1
6445	2645	120.22727	22	1471	1909.5	5925	-1
6446	2611	87.033333	30	402	1900.5	5926	-1
6447	715	71.5	10	376	1917	5926	-1
6448	27935	423.25757	66	556	1931	5927	-1
6449	583	58.299999	10	1625	1918.5	5930	-1
